# P1 解析路径孔半径跳变归因 慢探针，支 V8_hF1规则A关；开跑 2026-09-23 19:09:14；Linux 镜像 net8.0（预跑，待 Windows 重录）；树 wtP1 = d6ae1f6（detached），生产代码未改；4 核机器、另有子代理同机（争用下量得）
# 例 0 盘Ø56 片1（rh 25.8）hFine 1 hCoarse 11 细区半径 50 内带 0/0 压接长 40；iA 1572.1 tRoot 1107.8 tSet 1080 clamp 450 tabInsul 2.8
# 例 0 x节点(|x|<=30) -30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
# 例 0 z节点(|z|<=30) -28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
例	r	Qtube	Qgen	格数	并格A	并格B	弧面数	孔面总长	带格数	带格最小覆盖率	带格最小面积	全网最小面积	覆盖率	最热格T	最热格x	最热格z	最热格i	Tmin	迭代状态
0	25.500	27.33944326490638	453.5987753871099	2968	0	0	204	160.22122533307953	204	0.0033174507615086244	0.0033174507615086244	0.0033174507615086244	1.0000000000000004	1107.9051709773455	-26.5	0.5	2156	450	ok
0	25.505	27.337120441745395	453.5643384530031	2968	0	0	204	160.25264125961536	204	0.002729751154024477	0.002729751154024477	0.002729751154024477	1.0000000000000002	1107.905190891827	-26.499999999999996	-0.5	2155	450	ok
0	25.510	27.3349725875764	453.52972119310203	2968	0	0	204	160.28405718615127	204	0.002199376401007375	0.002199376401007375	0.002199376401007375	1.0000000000000002	1107.905201518816	-26.499999999999996	0.5	2156	450	ok
0	25.515	27.332991275896465	453.4949280666496	2968	0	0	204	160.3154731126871	204	0.001726301224982436	0.001726301224982436	0.001726301224982436	0.9999999999999997	1107.905203204961	-26.500000000000014	-0.5	2155	450	ok
0	25.520	27.331172747595506	453.45996384632684	2968	0	0	204	160.34688903922302	204	0.0013105004098265067	0.0013105004098265067	0.0013105004098265067	0.9999999999999998	1107.905196126609	-26.5	0.5	2156	450	ok
0	25.525	27.3295117256573	453.42483358392224	2968	0	0	204	160.37830496575893	204	0.0009519488005435941	0.0009519488005435941	0.0009519488005435941	1	1107.9051805490467	-26.500000000000007	0.5	2156	450	ok
0	25.530	27.326757723059977	453.39079014113577	2968	0	0	204	160.40972089229493	204	0.0006506213030386792	0.0006506213030386792	0.0006506213030386792	1.0000000000000004	1107.905159511524	-26.500000000000007	0.5	2156	450	ok
0	25.535	27.325481095385612	453.3552574033803	2968	0	0	204	160.4411368188306	204	0.00040649288389549087	0.00040649288389549087	0.00040649288389549087	0.9999999999999993	1107.9051275793831	-26.49999999999999	0.5	2156	450	ok
0	25.540	27.324345500715435	453.31956947319554	2968	0	0	204	160.47255274536664	204	0.00021953857015186354	0.00021953857015186354	0.00021953857015186354	1.0000000000000002	1107.9050883704622	-26.5	-0.5	2155	450	ok
0	25.545	27.323351638983397	453.2837372476808	2968	0	0	204	160.5039686719026	204	8.973344907916776E-05	8.973344907916776E-05	8.973344907916776E-05	1.0000000000000004	1107.9050417002622	-26.500000000000007	-0.5	2155	450	ok
