网格修复 门(e) 注入：MeshRules{整边面长、阶梯孔边、不并格} + 测试侧 CenterSampledMaterial（格心取样）　W08 片0　盘径 30.50／30.75／31.00／31.01
开跑 2026-09-19 21:43:07　工作树 D:\WinForm\r48_N　写码 2026-09-18，Fable 5.1；2026-09-19 注入改走规则 + 材料源（复核第 9 条），断言不变
预期（跑前写死）：注入后体积守恒门（0.1 %）至少一张网格红；关掉注入后过。导航 vs 判决等温电阻差另印（坏带线 1 %，只印不判 —— 格心取样不等于改前的栅格带格，电阻差多大要实测）；(c) 那半边见 门e_注入下的单片热解。
R	注入	档	细区mm	细区半径	节点	单元	V_ref	V_mesh	ΔV%	环内V_ref	环内V_mesh(份额)	Δ环内%	环内V_mesh(格心)	Δ环内格心%	跨环格体积最大误差%	舌区V_ref	舌区V_mesh	Δ舌区%	带格	舌中格长宽比	最小覆盖率	孔面数	孔面总长	R_mesh µΩ	P_net W	P_gen W	闭合	Jmax	守恒误差	CG轮	收敛	备注	判决R µΩ	e%
30.50	是	导航	2.000	60.93	59×33	1108	15867.88	15886.84	+0.120	1104.82	1123.77	+1.715	1092.20	-1.142	76.114	15501.15	15509.20	+0.052	0	5.5	1.0000	104	207.000	318.8995	469.993	474.149	1.0088	15.54	3.0e-9	119	是		321.4787	-0.802
30.75	是	导航	2.000	61.36	60×33	1132	16024.58	16051.64	+0.169	1151.81	1178.87	+2.349	1208.28	+4.903	43.139	15628.33	15655.36	+0.173	0	5.5	1.0000	106	209.500	323.6012	476.922	480.742	1.0080	17.17	1.6e-9	120	是		325.7795	-0.669
31.00	是	导航	2.000	61.73	59×33	1118	16160.23	16134.82	-0.157	1200.07	1174.68	-2.116	1177.78	-1.858	78.391	15734.87	15704.08	-0.196	0	6.4	1.0000	104	207.620	326.6321	481.389	485.547	1.0086	15.54	3.0e-9	119	是		329.6689	-0.921
31.01	是	导航	2.000	61.75	59×33	1120	16165.37	16151.66	-0.085	1202.03	1188.35	-1.138	1194.62	-0.616	76.565	15738.82	15720.32	-0.118	0	6.4	1.0000	104	207.700	327.4664	482.619	486.717	1.0085	15.41	1.0e-9	120	是		329.7999	-0.708
30.50	否	导航	2.000	60.93	59×33	1162	15867.88	15868.06	+0.001	1104.82	1104.98	+0.015	1073.42	-2.842	0.335	15501.15	15501.19	+0.000	0	5.5	0.0011	102	162.106	320.1218	471.794	475.761	1.0084	15.15	4.2e-9	119	是		321.8201	-0.528
30.75	否	导航	2.000	61.36	60×33	1196	16024.58	16024.78	+0.001	1151.81	1152.00	+0.016	1181.42	+2.571	0.335	15628.33	15628.37	+0.000	0	5.5	0.0013	102	162.106	325.2159	479.302	483.325	1.0084	14.67	4.1e-10	121	是		326.5558	-0.410
31.00	否	导航	2.000	61.73	59×33	1184	16160.23	16160.45	+0.001	1200.07	1200.30	+0.018	1203.40	+0.277	0.335	15734.87	15734.91	+0.000	0	6.4	0.0015	100	162.106	330.3980	486.939	489.872	1.0060	14.95	8.7e-10	119	是		330.9549	-0.168
31.01	否	导航	2.000	61.75	59×33	1184	16165.37	16165.57	+0.001	1202.03	1202.24	+0.017	1208.51	+0.539	0.335	15738.82	15738.86	+0.000	0	6.4	0.0015	100	162.106	330.4300	486.986	489.949	1.0061	14.86	8.9e-10	119	是		331.2753	-0.255
── 注入：体积门红 3/4 张（导航或判决）、坏带 0/4 点；关掉：体积门红 0、坏带 0　2026-09-19，Fable 5.1
