轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
1	66.08369681729823	0	35.87323285799055	94825.43376175153	0.025	94825.43376175153	0.35	Anderson：接受 0／丢弃 0／重启 0，末端深度 0	1213.7554442911687 1077.5914269162472 1024.2913952294698	133
2	29.72580090847191	66.08369681729823	35.8725861426205	94823.72426805388	0.025	94823.72426805388	0.35	Anderson：接受 1／丢弃 0／重启 0，末端深度 1	1213.6175091606494 1077.7046043545436 1024.3598808721754	143
3	5.954139889602175	6.732991912545685	35.872609784607675	9661.199662466828	0.025	9661.199662466828	0.35	Anderson：接受 2／丢弃 0／重启 0，末端深度 2	1213.64586286165 1077.6822703920257 1024.346355655055	153
4	7.211493287958774	18.527752308055824	35.87214730626639	26585.210401943827	0.025	26585.210401943827	0.35	Anderson：接受 3／丢弃 0／重启 0，末端深度 3	1213.614777016514 1077.7125074978835 1024.36421732691	161
5	1.0143400671813652	3.8280373173422504	35.87213092964318	5492.794234050449	0.025	5492.794234050449	0.35	Anderson：接受 4／丢弃 0／重启 0，末端深度 4	1213.6101281829503 1077.7167518277881 1024.3665612069324	168
6	0.8428998601020794	1.8007814359009444	35.87212370505387	2583.9141773761285	0.025	2583.9141773761285	0.35	Anderson：接受 5／丢弃 0／重启 0，末端深度 4	1213.6063273581292 1077.7205092992638 1024.368576554956	174
7	0.0635093269850131	0.13790681312389097	35.87212935907387	197.88044159511367	0.025	197.88044159511367	0.35	Anderson：接受 6／丢弃 0／重启 0，末端深度 4	1213.6061411641313 1077.7211573163167 1024.3689567164504	183
8	0.022744062470110293	0.05770208297849422	35.872128586415904	82.79586161234339	0.025	82.79586161234339	0.35	Anderson：接受 7／丢弃 0／重启 0，末端深度 4	1213.6062545269333 1077.7217933730974 1024.3693018022684	188
9	0.020912896410436588	0.06148067651247402	35.87212933195295	88.21771117085719	0.025	88.21771117085719	0.35	Anderson：接受 8／丢弃 0／重启 0，末端深度 4	1213.606150951404 1077.7211621158197 1024.3689550164383	192
10	0.02992797661045188	0.0575976985401212	35.87212957308505	82.64608420570876	0.025	82.64608420570876	0.35	Anderson：接受 9／丢弃 0／重启 0，末端深度 4	1213.6062925874267 1077.7219953855074 1024.3694180207492	197
11	0.013493413993728609	0.06906518721393695	35.87212850532254	99.10061083930022	0.025	99.10061083930022	0.35	Anderson：接受 10／丢弃 0／重启 0，末端深度 4	1213.6063544730068 1077.7224163531364 1024.369648998299	202
12	0.11956033676233346	0.06672659189689512	35.8721214306019	171.5553167448833	0.025	171.5553167448833	0.35	Anderson：接受 11／丢弃 0／重启 0，末端深度 4	1213.6068961247713 1077.7261410755984 1024.3716946377513	207
13	0.16708893163104221	0.05377575677766799	35.87211261069542	239.75331885878134	0.025	239.75331885878134	0.35	Anderson：接受 12／丢弃 0／重启 0，末端深度 4	1213.6076960595944 1077.7314801657587 1024.3746147837185	213
14	0.5155748269194191	0.047650012835674715	35.872085722387844	739.7897755023471	0.025	739.7897755023471	0.35	Anderson：接受 13／丢弃 0／重启 0，末端深度 4	1213.6102079665861 1077.7480565480487 1024.3835945585936	219
15	0.27481264746438683	0.018459039580648096	35.872071779823735	394.3239606338351	0.025	394.3239606338351	0.35	Anderson：接受 14／丢弃 0／重启 0，末端深度 4	1213.6115463612957 1077.7568774461363 1024.3883930259683	226
16	0.01583766058774927	0.003495384119105438	35.87207123025894	22.725187548976255	0.025	22.725187548976255	0.35	Anderson：接受 15／丢弃 0／重启 0，末端深度 4	1213.6116248467458 1077.757351623177 1024.3885935956678	233
17	0.025940455027694043	0.0026993761578069098	35.87207279251973	37.221515640981	0.025	37.221515640981	0.35	Anderson：接受 16／丢弃 0／重启 0，末端深度 4	1213.6114990981648 1077.7565116165465 1024.3880954401225	241
18	0.015164634304255742	0.002865629669258851	35.872070956720194	21.759473511799005	0.025	21.759473511799005	0.35	Anderson：接受 17／丢弃 0／重启 0，末端深度 4	1213.6115725220782 1077.757038532306 1024.3886216474198	245
19	0.047841134359487114	0.003035547584431697	35.87207144385208	68.64642358793792	0.025	68.64642358793792	0.35	Anderson：接受 18／丢弃 0／重启 0，末端深度 4	1213.6118064747254 1077.7584560163316 1024.38868893157	251
20	0.009980277439353813	0.003087571659079913	35.87207233080133	14.320529367438585	0.025	14.320529367438585	0.35	Anderson：接受 19／丢弃 0／重启 0，末端深度 4	1213.6118287997751 1077.7585514214757 1024.3884492394986	258
21	0.021047632402996896	0.0032930175700585096	35.87207441862887	30.200889435849962	0.025	30.200889435849962	0.35	Anderson：接受 20／丢弃 0／重启 0，末端深度 4	1213.6117262828247 1077.7578235089295 1024.3877583855954	267
22	0.03698004449938708	0.00207046050286408	35.87207847620564	53.062042333423584	0.025	53.062042333423584	0.35	Anderson：接受 21／丢弃 0／重启 0，末端深度 4	1213.6115463953365 1077.7565348923674 1024.3864840075287	274
23	5.030021793572814E-05	0.00014998626420492656	35.872078505498834	0.2152127617722246	0.025	0.2152127617722246	0.35	Anderson：接受 21／丢弃 1／重启 0，末端深度 3	1213.6115467479494 1077.756535986823 1024.3864841951859	280
