轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
1	66.0836969910606	0	35.87323286994883	94825.43404269815	0.025	94825.43404269815	0.35	Anderson：接受 0／丢弃 0／重启 0，末端深度 0	1213.7554443233782 1077.5914269443908 1024.2913952654644	118
2	29.725942390734417	66.0836969910606	35.8725861438269	94823.72452057505	0.025	94823.72452057505	0.35	Anderson：接受 1／丢弃 0／重启 0，末端深度 1	1213.61750863104 1077.7046050020988 1024.3598813016722	128
3	5.954259246815809	6.732710389347858	35.87260979363005	9660.795706023788	0.025	9660.795706023788	0.35	Anderson：接受 2／丢弃 0／重启 0，末端深度 2	1213.6458628223465 1077.6822705326342 1024.3463557658013	136
4	7.212178378882754	18.527708686641745	35.87214726495549	26585.14777957631	0.025	26585.14777957631	0.35	Anderson：接受 3／丢弃 0／重启 0，末端深度 3	1213.6147741420134 1077.712510572121 1024.3642192265875	145
5	1.0136212052655083	3.826608340580833	35.87213091705176	5490.743814463914	0.025	5490.743814463914	0.35	Anderson：接受 4／丢弃 0／重启 0，末端深度 4	1213.610128452148 1077.7167519535567 1024.3665613215207	157
6	0.8428648201684155	1.8008059862190748	35.87212370807442	2583.9494044756643	0.025	2583.9494044756643	0.35	Anderson：接受 5／丢弃 0／重启 0，末端深度 4	1213.6063277072194 1077.72050925715 1024.3685765397113	164
7	0.06356041605135943	0.13800826527199206	35.87212935852277	198.02601377528896	0.025	198.02601377528896	0.35	Anderson：接受 6／丢弃 0／重启 0，末端深度 4	1213.6061413143311 1077.7211575248987 1024.368956817804	172
8	0.022736835400564814	0.057702128282926424	35.8721285962538	82.7959266417068	0.025	82.7959266417068	0.35	Anderson：接受 7／丢弃 0／重启 0，末端深度 4	1213.6062543761643 1077.7217927717293 1024.3693012796746	178
9	0.02096596129899808	0.06149014881270887	35.8721293471771	88.23130287146643	0.025	88.23130287146643	0.35	Anderson：接受 8／丢弃 0／重启 0，末端深度 4	1213.6061506621916 1077.7211601303943 1024.3689541746076	185
10	0.029624835448203157	0.05765105735940779	35.87212960252233	82.722648052765	0.025	82.722648052765	0.35	Anderson：接受 9／丢弃 0／重启 0，末端深度 4	1213.606290677795 1077.7219838109124 1024.3694117406394	195
11	0.013180290552327278	0.06907925915743363	35.87212856750174	99.12080263372923	0.025	99.12080263372923	0.35	Anderson：接受 10／丢弃 0／重启 0，末端深度 4	1213.6063505123063 1077.7223934139531 1024.3696364544553	206
12	0.1201059681757215	0.06667397277783493	35.8721215503067	172.33823557267002	0.025	172.33823557267002	0.35	Anderson：接受 11／丢弃 0／重启 0，末端深度 4	1213.6068954472635 1077.7261352026946 1024.3716904901312	214
13	0.17920642546232557	0.05395221598951139	35.87211203176115	257.14051883983984	0.025	257.14051883983984	0.35	Anderson：接受 12／丢弃 0／重启 0，末端深度 4	1213.6077539821724 1077.7318612852898 1024.374821790697	222
14	0.578108880966056	0.047427550200154656	35.872081951135065	829.5187661877338	0.025	829.5187661877338	0.35	Anderson：接受 13／丢弃 0／重启 0，末端深度 4	1213.6105694334024 1077.7504325307793 1024.3848849642404	228
15	0.21680064687075173	0.013863645086303222	35.87207076992814	311.0835259005522	0.025	311.0835259005522	0.35	Anderson：接受 14／丢弃 0／重启 0，末端深度 4	1213.6116240047431 1077.757405789206 1024.3886961329583	235
16	0.06651246552792145	0.0034867159545228787	35.872074422394356	95.43760453738149	0.025	95.43760453738149	0.35	Anderson：接受 15／丢弃 0／重启 0，末端深度 4	1213.6113087346694 1077.7552860158985 1024.3875199592587	242
17	0.011852599747726345	0.0035571307867030555	35.87207432397886	17.007093563312498	0.025	17.007093563312498	0.35	Anderson：接受 16／丢弃 0／重启 0，末端深度 4	1213.6113686807626 1077.7556386255062 1024.3876302001117	251
18	0.029085793688409467	0.003142254333170058	35.872072818867295	41.734708367407	0.025	41.734708367407	0.35	Anderson：接受 17／丢弃 0／重启 0，末端深度 4	1213.611505601021 1077.7565573180068 1024.3881026886493	257
19	0.03270381689685564	0.0029268955856878165	35.87207713322975	46.92615369100112	0.025	46.92615369100112	0.35	Anderson：接受 18／丢弃 0／重启 0，末端深度 4	1213.6113544293016 1077.7554049505768 1024.3867965053455	264
20	0.011970245728207374	0.002812374391396588	35.87207924317689	17.175904132902183	0.025	17.175904132902183	0.35	Anderson：接受 19／丢弃 0／重启 0，末端深度 4	1213.6113160383118 1077.7550710506255 1024.38616342323	269
21	0.0470474243031731	0.00338575089654114	35.87207757188166	67.50755416642623	0.025	67.50755416642623	0.35	Anderson：接受 20／丢弃 0／重启 0，末端深度 4	1213.6115397842736 1077.7565355761076 1024.3867427048583	278
22	0.011790191323825638	0.0005240303182745265	35.872078966238895	16.917546967813518	0.025	16.917546967813518	0.35	Anderson：接受 21／丢弃 0／重启 0，末端深度 4	1213.6115446919596 1077.7565019414635 1024.3863469077037	283
23	0.0006387955418176716	0.0001476109378018009	35.87207884984384	0.9165969618004893	0.025	0.9165969618004893	0.35	Anderson：接受 22／丢弃 0／重启 0，末端深度 4	1213.6115478244365 1077.7565268377869 1024.3863858379557	288
