格	x	z	r	T	J重构	厚	保温mm	L	proxy	区(0盘1舌)	前12	裕度
120	-96.583	-29	100.843	506.961	8.40645	2.03	10.4	3.417	4.759E-8	1	0	16.78481
121	-96.583	-27	100.286	506.962	8.4066	2.03	10.4	3.417	4.7592E-8	1	0	16.78453
122	-96.583	-25	99.766	506.965	8.40687	2.03	10.4	3.417	4.7595E-8	1	0	16.78399
123	-96.583	-23	99.284	506.968	8.40727	2.03	10.4	3.417	4.76E-8	1	0	16.78321
124	-96.583	-21	98.839	506.973	8.40778	2.03	10.4	3.417	4.7605E-8	1	0	16.78222
125	-96.583	-19	98.434	506.979	8.40837	2.03	10.4	3.417	4.7612E-8	1	0	16.78107
126	-96.583	-17	98.068	506.985	8.40901	2.03	10.4	3.417	4.7619E-8	1	0	16.7798
127	-96.583	-15	97.741	506.991	8.40969	2.03	10.4	3.417	4.7626E-8	1	0	16.77848
128	-96.583	-13	97.454	506.998	8.41037	2.03	10.4	3.417	4.7634E-8	1	0	16.77716
129	-96.583	-11	97.207	507.004	8.41101	2.03	10.4	3.417	4.7641E-8	1	0	16.77589
130	-96.583	-9	97.001	507.009	8.4116	2.03	10.4	3.417	4.7648E-8	1	0	16.77474
131	-96.583	-7	96.836	507.014	8.41211	2.03	10.4	3.417	4.7654E-8	1	0	16.77375
132	-96.583	-5	96.712	507.018	8.41251	2.03	10.4	3.417	4.7658E-8	1	0	16.77297
133	-96.583	-3	96.629	507.02	8.41278	2.03	10.4	3.417	4.7661E-8	1	0	16.77243
134	-96.583	-1	96.588	507.022	8.41293	2.03	10.4	3.417	4.7663E-8	1	0	16.77215
135	-96.583	1	96.588	507.022	8.41293	2.03	10.4	3.417	4.7663E-8	1	0	16.77215
136	-96.583	3	96.629	507.02	8.41278	2.03	10.4	3.417	4.7661E-8	1	0	16.77243
137	-96.583	5	96.712	507.018	8.41251	2.03	10.4	3.417	4.7658E-8	1	0	16.77297
138	-96.583	7	96.836	507.014	8.41211	2.03	10.4	3.417	4.7654E-8	1	0	16.77375
139	-96.583	9	97.001	507.009	8.4116	2.03	10.4	3.417	4.7648E-8	1	0	16.77474
140	-96.583	11	97.207	507.004	8.41101	2.03	10.4	3.417	4.7641E-8	1	0	16.77589
141	-96.583	13	97.454	506.998	8.41037	2.03	10.4	3.417	4.7634E-8	1	0	16.77716
142	-96.583	15	97.741	506.991	8.40969	2.03	10.4	3.417	4.7626E-8	1	0	16.77848
143	-96.583	17	98.068	506.985	8.40901	2.03	10.4	3.417	4.7619E-8	1	0	16.7798
144	-96.583	19	98.434	506.979	8.40837	2.03	10.4	3.417	4.7612E-8	1	0	16.78107
145	-96.583	21	98.839	506.973	8.40778	2.03	10.4	3.417	4.7605E-8	1	0	16.78222
146	-96.583	23	99.284	506.968	8.40727	2.03	10.4	3.417	4.76E-8	1	0	16.78321
147	-96.583	25	99.766	506.965	8.40687	2.03	10.4	3.417	4.7595E-8	1	0	16.78399
148	-96.583	27	100.286	506.962	8.4066	2.03	10.4	3.417	4.7592E-8	1	0	16.78453
149	-96.583	29	100.843	506.961	8.40645	2.03	10.4	3.417	4.759E-8	1	0	16.78481
150	-88.339	-29	92.977	630.055	8.40401	2.03	10.4	11.661	4.5533E-8	1	0	5.13392
151	-88.339	-27	92.373	630.059	8.40426	2.03	10.4	11.661	4.5536E-8	1	0	5.13377
152	-88.339	-25	91.808	630.069	8.40474	2.03	10.4	11.661	4.5541E-8	1	0	5.13349
153	-88.339	-23	91.284	630.082	8.40544	2.03	10.4	11.661	4.5548E-8	1	0	5.13308
154	-88.339	-21	90.801	630.099	8.40633	2.03	10.4	11.661	4.5558E-8	1	0	5.13256
155	-88.339	-19	90.359	630.119	8.40736	2.03	10.4	11.661	4.5568E-8	1	0	5.13196
156	-88.339	-17	89.96	630.141	8.4085	2.03	10.4	11.661	4.558E-8	1	0	5.13129
157	-88.339	-15	89.603	630.164	8.40969	2.03	10.4	11.661	4.5593E-8	1	0	5.1306
