格	x	z	r	T	J重构	厚	保温mm	L	proxy	区(0盘1舌)	前12	裕度
480	-99.291	-29.5	103.581	464.504	9.95312	1.75	6.4	1	5.8358E-8	1	0	47.90955
481	-99.291	-28.5	103.301	464.504	9.95316	1.75	6.4	1	5.8358E-8	1	0	47.90938
482	-99.291	-27.5	103.029	464.504	9.95323	1.75	6.4	1	5.8359E-8	1	0	47.90904
483	-99.291	-26.5	102.767	464.505	9.95333	1.75	6.4	1	5.836E-8	1	0	47.90855
484	-99.291	-25.5	102.514	464.505	9.95347	1.75	6.4	1	5.8362E-8	1	0	47.90789
485	-99.291	-24.5	102.269	464.506	9.95364	1.75	6.4	1	5.8364E-8	1	0	47.90709
486	-99.291	-23.5	102.034	464.506	9.95383	1.75	6.4	1	5.8366E-8	1	0	47.90614
487	-99.291	-22.5	101.809	464.507	9.95406	1.75	6.4	1	5.8369E-8	1	0	47.90506
488	-99.291	-21.5	101.592	464.507	9.95431	1.75	6.4	1	5.8372E-8	1	0	47.90386
489	-99.291	-20.5	101.386	464.508	9.95458	1.75	6.4	1	5.8375E-8	1	0	47.90256
490	-99.291	-19.5	101.188	464.509	9.95487	1.75	6.4	1	5.8378E-8	1	0	47.90117
491	-99.291	-18.5	101	464.51	9.95518	1.75	6.4	1	5.8382E-8	1	0	47.8997
492	-99.291	-17.5	100.822	464.511	9.9555	1.75	6.4	1	5.8386E-8	1	0	47.89817
493	-99.291	-16.5	100.653	464.512	9.95583	1.75	6.4	1	5.8389E-8	1	0	47.89659
494	-99.291	-15.5	100.494	464.513	9.95617	1.75	6.4	1	5.8393E-8	1	0	47.89499
495	-99.291	-14.5	100.345	464.514	9.9565	1.75	6.4	1	5.8397E-8	1	0	47.89338
496	-99.291	-13.5	100.205	464.515	9.95684	1.75	6.4	1	5.8401E-8	1	0	47.89178
497	-99.291	-12.5	100.075	464.515	9.95717	1.75	6.4	1	5.8405E-8	1	0	47.8902
498	-99.291	-11.5	99.955	464.516	9.95749	1.75	6.4	1	5.8409E-8	1	0	47.88867
499	-99.291	-10.5	99.845	464.517	9.9578	1.75	6.4	1	5.8412E-8	1	0	47.8872
500	-99.291	-9.5	99.745	464.518	9.95809	1.75	6.4	1	5.8416E-8	1	0	47.88581
501	-99.291	-8.5	99.655	464.519	9.95836	1.75	6.4	1	5.8419E-8	1	0	47.88451
502	-99.291	-7.5	99.574	464.519	9.95861	1.75	6.4	1	5.8422E-8	1	0	47.88331
503	-99.291	-6.5	99.504	464.52	9.95884	1.75	6.4	1	5.8425E-8	1	0	47.88223
504	-99.291	-5.5	99.444	464.521	9.95904	1.75	6.4	1	5.8427E-8	1	0	47.88129
505	-99.291	-4.5	99.393	464.521	9.9592	1.75	6.4	1	5.8429E-8	1	0	47.88048
506	-99.291	-3.5	99.353	464.522	9.95934	1.75	6.4	1	5.843E-8	1	0	47.87983
507	-99.291	-2.5	99.323	464.522	9.95945	1.75	6.4	1	5.8432E-8	1	0	47.87933
508	-99.291	-1.5	99.303	464.522	9.95952	1.75	6.4	1	5.8432E-8	1	0	47.87899
509	-99.291	-0.5	99.293	464.522	9.95955	1.75	6.4	1	5.8433E-8	1	0	47.87883
510	-99.291	0.5	99.293	464.522	9.95955	1.75	6.4	1	5.8433E-8	1	0	47.87883
511	-99.291	1.5	99.303	464.522	9.95952	1.75	6.4	1	5.8432E-8	1	0	47.87899
512	-99.291	2.5	99.323	464.522	9.95945	1.75	6.4	1	5.8432E-8	1	0	47.87933
513	-99.291	3.5	99.353	464.522	9.95934	1.75	6.4	1	5.843E-8	1	0	47.87983
