格	x	z	r	T	J重构	厚	保温mm	L	proxy	区(0盘1舌)	前12	裕度
120	-96.583	-29	100.843	514.578	9.4335	3.02	3.1	3.417	8.892E-8	1	0	14.99161
121	-96.583	-27	100.286	514.58	9.43366	3.02	3.1	3.417	8.8923E-8	1	0	14.99137
122	-96.583	-25	99.766	514.583	9.43396	3.02	3.1	3.417	8.8929E-8	1	0	14.99089
123	-96.583	-23	99.284	514.588	9.4344	3.02	3.1	3.417	8.8937E-8	1	0	14.99021
124	-96.583	-21	98.839	514.594	9.43496	3.02	3.1	3.417	8.8948E-8	1	0	14.98934
125	-96.583	-19	98.434	514.602	9.43561	3.02	3.1	3.417	8.896E-8	1	0	14.98833
126	-96.583	-17	98.068	514.61	9.43633	3.02	3.1	3.417	8.8973E-8	1	0	14.98723
127	-96.583	-15	97.741	514.618	9.43708	3.02	3.1	3.417	8.8987E-8	1	0	14.98607
128	-96.583	-13	97.454	514.626	9.43783	3.02	3.1	3.417	8.9001E-8	1	0	14.98491
129	-96.583	-11	97.207	514.634	9.43854	3.02	3.1	3.417	8.9014E-8	1	0	14.9838
130	-96.583	-9	97.001	514.641	9.43919	3.02	3.1	3.417	8.9026E-8	1	0	14.9828
131	-96.583	-7	96.836	514.647	9.43975	3.02	3.1	3.417	8.9036E-8	1	0	14.98193
132	-96.583	-5	96.712	514.652	9.4402	3.02	3.1	3.417	8.9044E-8	1	0	14.98125
133	-96.583	-3	96.629	514.656	9.4405	3.02	3.1	3.417	8.905E-8	1	0	14.98077
134	-96.583	-1	96.588	514.658	9.44066	3.02	3.1	3.417	8.9053E-8	1	0	14.98053
135	-96.583	1	96.588	514.658	9.44066	3.02	3.1	3.417	8.9053E-8	1	0	14.98053
136	-96.583	3	96.629	514.656	9.4405	3.02	3.1	3.417	8.905E-8	1	0	14.98077
137	-96.583	5	96.712	514.652	9.4402	3.02	3.1	3.417	8.9044E-8	1	0	14.98125
138	-96.583	7	96.836	514.647	9.43975	3.02	3.1	3.417	8.9036E-8	1	0	14.98193
139	-96.583	9	97.001	514.641	9.43919	3.02	3.1	3.417	8.9026E-8	1	0	14.9828
