格	x	z	r	T	J重构	厚	保温mm	L	proxy	区(0盘1舌)	前12	裕度
480	-99.291	-29.5	103.581	461.881	8.40764	2.03	10.4	1	4.8348E-8	1	0	56.67781
481	-99.291	-28.5	103.301	461.881	8.40767	2.03	10.4	1	4.8348E-8	1	0	56.67761
482	-99.291	-27.5	103.029	461.881	8.40773	2.03	10.4	1	4.8349E-8	1	0	56.67721
483	-99.291	-26.5	102.767	461.881	8.40782	2.03	10.4	1	4.835E-8	1	0	56.67661
484	-99.291	-25.5	102.514	461.881	8.40793	2.03	10.4	1	4.8351E-8	1	0	56.67582
485	-99.291	-24.5	102.269	461.882	8.40808	2.03	10.4	1	4.8353E-8	1	0	56.67485
486	-99.291	-23.5	102.034	461.882	8.40825	2.03	10.4	1	4.8355E-8	1	0	56.67371
487	-99.291	-22.5	101.809	461.882	8.40844	2.03	10.4	1	4.8357E-8	1	0	56.67241
488	-99.291	-21.5	101.592	461.883	8.40866	2.03	10.4	1	4.8359E-8	1	0	56.67097
489	-99.291	-20.5	101.386	461.883	8.40889	2.03	10.4	1	4.8362E-8	1	0	56.6694
490	-99.291	-19.5	101.188	461.884	8.40914	2.03	10.4	1	4.8365E-8	1	0	56.66772
491	-99.291	-18.5	101	461.885	8.40941	2.03	10.4	1	4.8368E-8	1	0	56.66594
492	-99.291	-17.5	100.822	461.885	8.40968	2.03	10.4	1	4.8371E-8	1	0	56.6641
493	-99.291	-16.5	100.653	461.886	8.40996	2.03	10.4	1	4.8374E-8	1	0	56.6622
494	-99.291	-15.5	100.494	461.886	8.41025	2.03	10.4	1	4.8378E-8	1	0	56.66027
495	-99.291	-14.5	100.345	461.887	8.41054	2.03	10.4	1	4.8381E-8	1	0	56.65833
496	-99.291	-13.5	100.205	461.888	8.41083	2.03	10.4	1	4.8384E-8	1	0	56.6564
497	-99.291	-12.5	100.075	461.888	8.41111	2.03	10.4	1	4.8388E-8	1	0	56.65451
498	-99.291	-11.5	99.955	461.889	8.41139	2.03	10.4	1	4.8391E-8	1	0	56.65266
499	-99.291	-10.5	99.845	461.89	8.41165	2.03	10.4	1	4.8394E-8	1	0	56.65089
500	-99.291	-9.5	99.745	461.89	8.4119	2.03	10.4	1	4.8397E-8	1	0	56.64921
501	-99.291	-8.5	99.655	461.891	8.41214	2.03	10.4	1	4.8399E-8	1	0	56.64764
502	-99.291	-7.5	99.574	461.891	8.41235	2.03	10.4	1	4.8402E-8	1	0	56.6462
503	-99.291	-6.5	99.504	461.892	8.41255	2.03	10.4	1	4.8404E-8	1	0	56.6449
504	-99.291	-5.5	99.444	461.892	8.41272	2.03	10.4	1	4.8406E-8	1	0	56.64376
505	-99.291	-4.5	99.393	461.892	8.41286	2.03	10.4	1	4.8408E-8	1	0	56.64279
506	-99.291	-3.5	99.353	461.893	8.41298	2.03	10.4	1	4.8409E-8	1	0	56.642
507	-99.291	-2.5	99.323	461.893	8.41307	2.03	10.4	1	4.841E-8	1	0	56.6414
508	-99.291	-1.5	99.303	461.893	8.41313	2.03	10.4	1	4.8411E-8	1	0	56.641
509	-99.291	-0.5	99.293	461.893	8.41316	2.03	10.4	1	4.8411E-8	1	0	56.6408
510	-99.291	0.5	99.293	461.893	8.41316	2.03	10.4	1	4.8411E-8	1	0	56.6408
511	-99.291	1.5	99.303	461.893	8.41313	2.03	10.4	1	4.8411E-8	1	0	56.641
512	-99.291	2.5	99.323	461.893	8.41307	2.03	10.4	1	4.841E-8	1	0	56.6414
513	-99.291	3.5	99.353	461.893	8.41298	2.03	10.4	1	4.8409E-8	1	0	56.642
514	-99.291	4.5	99.393	461.892	8.41286	2.03	10.4	1	4.8408E-8	1	0	56.64279
515	-99.291	5.5	99.444	461.892	8.41272	2.03	10.4	1	4.8406E-8	1	0	56.64376
516	-99.291	6.5	99.504	461.892	8.41255	2.03	10.4	1	4.8404E-8	1	0	56.6449
517	-99.291	7.5	99.574	461.891	8.41235	2.03	10.4	1	4.8402E-8	1	0	56.6462
518	-99.291	8.5	99.655	461.891	8.41214	2.03	10.4	1	4.8399E-8	1	0	56.64764
519	-99.291	9.5	99.745	461.89	8.4119	2.03	10.4	1	4.8397E-8	1	0	56.64921
520	-99.291	10.5	99.845	461.89	8.41165	2.03	10.4	1	4.8394E-8	1	0	56.65089
521	-99.291	11.5	99.955	461.889	8.41139	2.03	10.4	1	4.8391E-8	1	0	56.65266
522	-99.291	12.5	100.075	461.888	8.41111	2.03	10.4	1	4.8388E-8	1	0	56.65451
523	-99.291	13.5	100.205	461.888	8.41083	2.03	10.4	1	4.8384E-8	1	0	56.6564
524	-99.291	14.5	100.345	461.887	8.41054	2.03	10.4	1	4.8381E-8	1	0	56.65833
525	-99.291	15.5	100.494	461.886	8.41025	2.03	10.4	1	4.8378E-8	1	0	56.66027
526	-99.291	16.5	100.653	461.886	8.40996	2.03	10.4	1	4.8374E-8	1	0	56.6622
527	-99.291	17.5	100.822	461.885	8.40968	2.03	10.4	1	4.8371E-8	1	0	56.6641
528	-99.291	18.5	101	461.885	8.40941	2.03	10.4	1	4.8368E-8	1	0	56.66594
529	-99.291	19.5	101.188	461.884	8.40914	2.03	10.4	1	4.8365E-8	1	0	56.66772
530	-99.291	20.5	101.386	461.883	8.40889	2.03	10.4	1	4.8362E-8	1	0	56.6694
531	-99.291	21.5	101.592	461.883	8.40866	2.03	10.4	1	4.8359E-8	1	0	56.67097
532	-99.291	22.5	101.809	461.882	8.40844	2.03	10.4	1	4.8357E-8	1	0	56.67241
533	-99.291	23.5	102.034	461.882	8.40825	2.03	10.4	1	4.8355E-8	1	0	56.67371
534	-99.291	24.5	102.269	461.882	8.40808	2.03	10.4	1	4.8353E-8	1	0	56.67485
535	-99.291	25.5	102.514	461.881	8.40793	2.03	10.4	1	4.8351E-8	1	0	56.67582
536	-99.291	26.5	102.767	461.881	8.40782	2.03	10.4	1	4.835E-8	1	0	56.67661
537	-99.291	27.5	103.029	461.881	8.40773	2.03	10.4	1	4.8349E-8	1	0	56.67721
