格	x	z	r	T	J重构	厚	保温mm	L	proxy	区(0盘1舌)	前12	裕度
480	-99.291	-29.5	103.581	463.436	9.42495	3.51	2.3	1	1.0499E-7	1	0	50.58054
481	-99.291	-28.5	103.301	463.436	9.42498	3.51	2.3	1	1.05E-7	1	0	50.58036
482	-99.291	-27.5	103.029	463.436	9.42505	3.51	2.3	1	1.05E-7	1	0	50.58
483	-99.291	-26.5	102.767	463.436	9.42515	3.51	2.3	1	1.05E-7	1	0	50.57946
484	-99.291	-25.5	102.514	463.437	9.42528	3.51	2.3	1	1.05E-7	1	0	50.57876
485	-99.291	-24.5	102.269	463.437	9.42544	3.51	2.3	1	1.0501E-7	1	0	50.5779
486	-99.291	-23.5	102.034	463.438	9.42563	3.51	2.3	1	1.0501E-7	1	0	50.57688
487	-99.291	-22.5	101.809	463.438	9.42585	3.51	2.3	1	1.0501E-7	1	0	50.57572
488	-99.291	-21.5	101.592	463.439	9.42609	3.51	2.3	1	1.0502E-7	1	0	50.57444
489	-99.291	-20.5	101.386	463.44	9.42635	3.51	2.3	1	1.0503E-7	1	0	50.57304
490	-99.291	-19.5	101.188	463.44	9.42663	3.51	2.3	1	1.0503E-7	1	0	50.57154
491	-99.291	-18.5	101	463.441	9.42693	3.51	2.3	1	1.0504E-7	1	0	50.56996
492	-99.291	-17.5	100.822	463.442	9.42724	3.51	2.3	1	1.0505E-7	1	0	50.56832
493	-99.291	-16.5	100.653	463.443	9.42756	3.51	2.3	1	1.0505E-7	1	0	50.56663
494	-99.291	-15.5	100.494	463.444	9.42788	3.51	2.3	1	1.0506E-7	1	0	50.56491
495	-99.291	-14.5	100.345	463.444	9.4282	3.51	2.3	1	1.0507E-7	1	0	50.56318
496	-99.291	-13.5	100.205	463.445	9.42852	3.51	2.3	1	1.0507E-7	1	0	50.56146
497	-99.291	-12.5	100.075	463.446	9.42884	3.51	2.3	1	1.0508E-7	1	0	50.55977
498	-99.291	-11.5	99.955	463.447	9.42915	3.51	2.3	1	1.0509E-7	1	0	50.55812
499	-99.291	-10.5	99.845	463.448	9.42945	3.51	2.3	1	1.0509E-7	1	0	50.55655
500	-99.291	-9.5	99.745	463.448	9.42973	3.51	2.3	1	1.051E-7	1	0	50.55505
501	-99.291	-8.5	99.655	463.449	9.42999	3.51	2.3	1	1.0511E-7	1	0	50.55365
502	-99.291	-7.5	99.574	463.45	9.43023	3.51	2.3	1	1.0511E-7	1	0	50.55236
503	-99.291	-6.5	99.504	463.45	9.43045	3.51	2.3	1	1.0512E-7	1	0	50.55121
504	-99.291	-5.5	99.444	463.451	9.43064	3.51	2.3	1	1.0512E-7	1	0	50.55019
505	-99.291	-4.5	99.393	463.451	9.4308	3.51	2.3	1	1.0512E-7	1	0	50.54933
506	-99.291	-3.5	99.353	463.452	9.43093	3.51	2.3	1	1.0513E-7	1	0	50.54862
507	-99.291	-2.5	99.323	463.452	9.43103	3.51	2.3	1	1.0513E-7	1	0	50.54809
508	-99.291	-1.5	99.303	463.452	9.4311	3.51	2.3	1	1.0513E-7	1	0	50.54773
509	-99.291	-0.5	99.293	463.452	9.43113	3.51	2.3	1	1.0513E-7	1	0	50.54755
510	-99.291	0.5	99.293	463.452	9.43113	3.51	2.3	1	1.0513E-7	1	0	50.54755
511	-99.291	1.5	99.303	463.452	9.4311	3.51	2.3	1	1.0513E-7	1	0	50.54773
512	-99.291	2.5	99.323	463.452	9.43103	3.51	2.3	1	1.0513E-7	1	0	50.54809
513	-99.291	3.5	99.353	463.452	9.43093	3.51	2.3	1	1.0513E-7	1	0	50.54862
514	-99.291	4.5	99.393	463.451	9.4308	3.51	2.3	1	1.0512E-7	1	0	50.54933
515	-99.291	5.5	99.444	463.451	9.43064	3.51	2.3	1	1.0512E-7	1	0	50.55019
516	-99.291	6.5	99.504	463.45	9.43045	3.51	2.3	1	1.0512E-7	1	0	50.55121
517	-99.291	7.5	99.574	463.45	9.43023	3.51	2.3	1	1.0511E-7	1	0	50.55236
518	-99.291	8.5	99.655	463.449	9.42999	3.51	2.3	1	1.0511E-7	1	0	50.55365
519	-99.291	9.5	99.745	463.448	9.42973	3.51	2.3	1	1.051E-7	1	0	50.55505
520	-99.291	10.5	99.845	463.448	9.42945	3.51	2.3	1	1.0509E-7	1	0	50.55655
521	-99.291	11.5	99.955	463.447	9.42915	3.51	2.3	1	1.0509E-7	1	0	50.55812
522	-99.291	12.5	100.075	463.446	9.42884	3.51	2.3	1	1.0508E-7	1	0	50.55977
523	-99.291	13.5	100.205	463.445	9.42852	3.51	2.3	1	1.0507E-7	1	0	50.56146
524	-99.291	14.5	100.345	463.444	9.4282	3.51	2.3	1	1.0507E-7	1	0	50.56318
525	-99.291	15.5	100.494	463.444	9.42788	3.51	2.3	1	1.0506E-7	1	0	50.56491
526	-99.291	16.5	100.653	463.443	9.42756	3.51	2.3	1	1.0505E-7	1	0	50.56663
527	-99.291	17.5	100.822	463.442	9.42724	3.51	2.3	1	1.0505E-7	1	0	50.56832
