格	x	z	r	T	J重构	厚	保温mm	L	proxy	区(0盘1舌)	前12	裕度
120	-96.583	-29	100.843	514.373	9.42408	3.51	2.3	3.417	1.0315E-7	1	0	15.0057
121	-96.583	-27	100.286	514.375	9.42424	3.51	2.3	3.417	1.0315E-7	1	0	15.00545
122	-96.583	-25	99.766	514.378	9.42455	3.51	2.3	3.417	1.0316E-7	1	0	15.00497
123	-96.583	-23	99.284	514.383	9.425	3.51	2.3	3.417	1.0317E-7	1	0	15.00427
124	-96.583	-21	98.839	514.389	9.42556	3.51	2.3	3.417	1.0318E-7	1	0	15.0034
125	-96.583	-19	98.434	514.397	9.42622	3.51	2.3	3.417	1.032E-7	1	0	15.00237
126	-96.583	-17	98.068	514.405	9.42695	3.51	2.3	3.417	1.0321E-7	1	0	15.00125
127	-96.583	-15	97.741	514.413	9.42771	3.51	2.3	3.417	1.0323E-7	1	0	15.00007
128	-96.583	-13	97.454	514.421	9.42846	3.51	2.3	3.417	1.0324E-7	1	0	14.9989
129	-96.583	-11	97.207	514.429	9.42919	3.51	2.3	3.417	1.0326E-7	1	0	14.99777
130	-96.583	-9	97.001	514.437	9.42985	3.51	2.3	3.417	1.0327E-7	1	0	14.99675
131	-96.583	-7	96.836	514.443	9.43042	3.51	2.3	3.417	1.0329E-7	1	0	14.99587
132	-96.583	-5	96.712	514.448	9.43087	3.51	2.3	3.417	1.0329E-7	1	0	14.99518
133	-96.583	-3	96.629	514.451	9.43118	3.51	2.3	3.417	1.033E-7	1	0	14.9947
134	-96.583	-1	96.588	514.453	9.43133	3.51	2.3	3.417	1.033E-7	1	0	14.99445
135	-96.583	1	96.588	514.453	9.43133	3.51	2.3	3.417	1.033E-7	1	0	14.99445
136	-96.583	3	96.629	514.451	9.43118	3.51	2.3	3.417	1.033E-7	1	0	14.9947
137	-96.583	5	96.712	514.448	9.43087	3.51	2.3	3.417	1.0329E-7	1	0	14.99518
138	-96.583	7	96.836	514.443	9.43042	3.51	2.3	3.417	1.0329E-7	1	0	14.99587
139	-96.583	9	97.001	514.437	9.42985	3.51	2.3	3.417	1.0327E-7	1	0	14.99675
140	-96.583	11	97.207	514.429	9.42919	3.51	2.3	3.417	1.0326E-7	1	0	14.99777
141	-96.583	13	97.454	514.421	9.42846	3.51	2.3	3.417	1.0324E-7	1	0	14.9989
142	-96.583	15	97.741	514.413	9.42771	3.51	2.3	3.417	1.0323E-7	1	0	15.00007
143	-96.583	17	98.068	514.405	9.42695	3.51	2.3	3.417	1.0321E-7	1	0	15.00125
144	-96.583	19	98.434	514.397	9.42622	3.51	2.3	3.417	1.032E-7	1	0	15.00237
145	-96.583	21	98.839	514.389	9.42556	3.51	2.3	3.417	1.0318E-7	1	0	15.0034
146	-96.583	23	99.284	514.383	9.425	3.51	2.3	3.417	1.0317E-7	1	0	15.00427
147	-96.583	25	99.766	514.378	9.42455	3.51	2.3	3.417	1.0316E-7	1	0	15.00497
148	-96.583	27	100.286	514.375	9.42424	3.51	2.3	3.417	1.0315E-7	1	0	15.00545
149	-96.583	29	100.843	514.373	9.42408	3.51	2.3	3.417	1.0315E-7	1	0	15.0057
150	-88.339	-29	92.977	651.795	9.42134	3.51	2.3	11.661	9.8165E-8	1	0	4.63874
151	-88.339	-27	92.373	651.801	9.42162	3.51	2.3	11.661	9.8171E-8	1	0	4.63861
152	-88.339	-25	91.808	651.814	9.42216	3.51	2.3	11.661	9.8182E-8	1	0	4.63836
153	-88.339	-23	91.284	651.831	9.42295	3.51	2.3	11.661	9.8198E-8	1	0	4.638
154	-88.339	-21	90.801	651.854	9.42394	3.51	2.3	11.661	9.8218E-8	1	0	4.63754
155	-88.339	-19	90.359	651.88	9.4251	3.51	2.3	11.661	9.8241E-8	1	0	4.637
156	-88.339	-17	89.96	651.909	9.42637	3.51	2.3	11.661	9.8266E-8	1	0	4.63642
157	-88.339	-15	89.603	651.939	9.4277	3.51	2.3	11.661	9.8293E-8	1	0	4.6358
158	-88.339	-13	89.29	651.969	9.42904	3.51	2.3	11.661	9.832E-8	1	0	4.63518
159	-88.339	-11	89.021	651.997	9.43031	3.51	2.3	11.661	9.8345E-8	1	0	4.6346
160	-88.339	-9	88.796	652.023	9.43147	3.51	2.3	11.661	9.8369E-8	1	0	4.63406
161	-88.339	-7	88.616	652.046	9.43247	3.51	2.3	11.661	9.8389E-8	1	0	4.6336
162	-88.339	-5	88.48	652.063	9.43326	3.51	2.3	11.661	9.8404E-8	1	0	4.63324
163	-88.339	-3	88.39	652.076	9.4338	3.51	2.3	11.661	9.8415E-8	1	0	4.63298
164	-88.339	-1	88.345	652.082	9.43408	3.51	2.3	11.661	9.8421E-8	1	0	4.63286
165	-88.339	1	88.345	652.082	9.43408	3.51	2.3	11.661	9.8421E-8	1	0	4.63286
166	-88.339	3	88.39	652.076	9.4338	3.51	2.3	11.661	9.8415E-8	1	0	4.63298
167	-88.339	5	88.48	652.063	9.43326	3.51	2.3	11.661	9.8404E-8	1	0	4.63324
168	-88.339	7	88.616	652.046	9.43247	3.51	2.3	11.661	9.8389E-8	1	0	4.6336
169	-88.339	9	88.796	652.023	9.43147	3.51	2.3	11.661	9.8369E-8	1	0	4.63406
170	-88.339	11	89.021	651.997	9.43031	3.51	2.3	11.661	9.8345E-8	1	0	4.6346
171	-88.339	13	89.29	651.969	9.42904	3.51	2.3	11.661	9.832E-8	1	0	4.63518
172	-88.339	15	89.603	651.939	9.4277	3.51	2.3	11.661	9.8293E-8	1	0	4.6358
173	-88.339	17	89.96	651.909	9.42637	3.51	2.3	11.661	9.8266E-8	1	0	4.63642
174	-88.339	19	90.359	651.88	9.4251	3.51	2.3	11.661	9.8241E-8	1	0	4.637
175	-88.339	21	90.801	651.854	9.42394	3.51	2.3	11.661	9.8218E-8	1	0	4.63754
176	-88.339	23	91.284	651.831	9.42295	3.51	2.3	11.661	9.8198E-8	1	0	4.638
177	-88.339	25	91.808	651.814	9.42216	3.51	2.3	11.661	9.8182E-8	1	0	4.63836
178	-88.339	27	92.373	651.801	9.42162	3.51	2.3	11.661	9.8171E-8	1	0	4.63861
179	-88.339	29	92.977	651.795	9.42134	3.51	2.3	11.661	9.8165E-8	1	0	4.63874
180	-79.799	-29	84.905	773.593	9.4142	3.51	2.3	20.201	9.366E-8	1	0	2.91007
181	-79.799	-27	84.243	773.608	9.41479	3.51	2.3	20.201	9.3671E-8	1	0	2.9099
182	-79.799	-25	83.624	773.636	9.41594	3.51	2.3	20.201	9.3693E-8	1	0	2.90957
183	-79.799	-23	83.048	773.678	9.41761	3.51	2.3	20.201	9.3724E-8	1	0	2.9091
184	-79.799	-21	82.516	773.731	9.41972	3.51	2.3	20.201	9.3764E-8	1	0	2.90851
185	-79.799	-19	82.03	773.793	9.42218	3.51	2.3	20.201	9.3811E-8	1	0	2.90781
186	-79.799	-17	81.59	773.86	9.42488	3.51	2.3	20.201	9.3863E-8	1	0	2.90705
187	-79.799	-15	81.197	773.931	9.4277	3.51	2.3	20.201	9.3916E-8	1	0	2.90625
188	-79.799	-13	80.851	774.002	9.43053	3.51	2.3	20.201	9.397E-8	1	0	2.90546
189	-79.799	-11	80.554	774.07	9.43323	3.51	2.3	20.201	9.4022E-8	1	0	2.90469
190	-79.799	-9	80.305	774.131	9.4357	3.51	2.3	20.201	9.4069E-8	1	0	2.904
191	-79.799	-7	80.106	774.184	9.43781	3.51	2.3	20.201	9.4109E-8	1	0	2.90341
192	-79.799	-5	79.956	774.226	9.43949	3.51	2.3	20.201	9.4141E-8	1	0	2.90294
193	-79.799	-3	79.856	774.255	9.44065	3.51	2.3	20.201	9.4163E-8	1	0	2.90261
194	-79.799	-1	79.805	774.27	9.44124	3.51	2.3	20.201	9.4174E-8	1	0	2.90244
195	-79.799	1	79.805	774.27	9.44124	3.51	2.3	20.201	9.4174E-8	1	0	2.90244
196	-79.799	3	79.856	774.255	9.44065	3.51	2.3	20.201	9.4163E-8	1	0	2.90261
197	-79.799	5	79.956	774.226	9.43949	3.51	2.3	20.201	9.4141E-8	1	0	2.90294
198	-79.799	7	80.106	774.184	9.43781	3.51	2.3	20.201	9.4109E-8	1	0	2.90341
199	-79.799	9	80.305	774.131	9.4357	3.51	2.3	20.201	9.4069E-8	1	0	2.904
200	-79.799	11	80.554	774.07	9.43323	3.51	2.3	20.201	9.4022E-8	1	0	2.90469
201	-79.799	13	80.851	774.002	9.43053	3.51	2.3	20.201	9.397E-8	1	0	2.90546
202	-79.799	15	81.197	773.931	9.4277	3.51	2.3	20.201	9.3916E-8	1	0	2.90625
203	-79.799	17	81.59	773.86	9.42488	3.51	2.3	20.201	9.3863E-8	1	0	2.90705
204	-79.799	19	82.03	773.793	9.42218	3.51	2.3	20.201	9.3811E-8	1	0	2.90781
205	-79.799	21	82.516	773.731	9.41972	3.51	2.3	20.201	9.3764E-8	1	0	2.90851
206	-79.799	23	83.048	773.678	9.41761	3.51	2.3	20.201	9.3724E-8	1	0	2.9091
