# G2 耦合逐轮探针　2026-09-23 10:07:21　树 /tmp/claude-0/-home-user-Pt-Optimize/edf845d6-9a14-5b5e-9737-df190eaf0db5/scratchpad/g2/wtF6　args mode=long max=170
# 算例：R48LW08NavDesign.Build()，圆盘保温 20 mm，网格 判决 1.000/59.0，CoupleTolK 1E-12，FromMargin False，MaxRounds 170，AA 深度 4，ω0 0.35，κ 50
# 段解地板：电流 0.005 A　Picard 0.001 K　Bvp 0.0005 K
轮	秒	步长δ	真残差	剩余估计δ×amp	resK×amp	放大	ω	AA接受	AA丢弃	AA重启	AA深度	最热铂	管根	净流入	I0	TA0	TB0	I1	TA1	TB1	I2	TA2	TB2	Q0	Q1	Q2	Q3
1	67.9	66.08579602750592	0	2370.7212442482896	0	35.87338561014774	0.35	0	0	0	0	34.82041579397787	30.791368907877768	-0.10116563613811176	1213.7559726084332	1149.591118411785	1083.9144247175786	1077.5914909277178	1147.7066679278528	1053.6145791677648	1024.2927937578545	1076.9529438949755	1047.123804898306	0.5194794145990382	12.248070389300475	3.331580400821528	-0.10116563613811176
2	72.7	29.65950599123198	66.08579602750592	1063.9707385308648	2370.6852442711547	35.872840864085816	0.35	1	0	0	1	6.852857312689139	2.789254338752926	-0.1058998627325252	1213.619174291573	1149.2227076754602	1112.8205250518918	1077.7057868987672	1118.0471619366208	1064.2236591894339	1024.3619730616551	1066.136700907007	1047.210745661247	0.48638783760733717	1.9478023778367806	0.08022101807276404	-0.1058998627325252
3	77.7	5.813409177019821	6.872703268862779	208.54361463502735	246.54352349189978	35.87286019009157	0.35	2	0	0	2	12.299657111406532	7.567453802025057	-0.10224086896324247	1213.6459974909576	1149.2488475253176	1107.1383398234314	1077.6824081706181	1123.8605711136406	1062.1455110201398	1024.3465998762922	1068.2640456269617	1047.2076611892824	0.48327273916617947	3.9487738738059206	0.718334005190404	-0.10224086896324247
4	82.5	6.994073170020556	18.38683269193075	250.89471198131403	659.5811882930324	35.87247457701056	0.35	3	0	0	3	5.7468326382741	2.730792829726397	-0.09720241019758472	1213.6164919716343	1149.0417895035166	1113.876320812734	1077.7135798173158	1116.86649794362	1064.6533983222025	1024.364535262855	1065.74827293979	1047.2692071702736	0.4497970765916473	1.5410517674946156	-0.03696667288581164	-0.09720241019758472
5	87.6	1.194596713383362	4.136299100560336	42.85311272850415	148.37918910148508	35.872451554914015	0.35	4	0	0	4	5.413605622117075	2.7271183056327573	-0.16305576057744686	1213.6111273317574	1149.0317623313051	1115.0060378222956	1077.7187750918424	1115.6719012302367	1065.0829070184204	1024.367097459312	1065.32745918268	1047.2728816943672	0.449519088245617	1.1312124076461676	-0.16305576057744686	-0.09730445578324082
6	92.8	0.8220744739653583	1.7473666012942886	29.48981955987682	62.68230848789889	35.872442818507345	0.35	5	0	0	4	5.41119658134653	2.7257238984955166	-0.14881738310976533	1213.6084450118192	1149.0295557414584	1115.7602348036307	1077.721372727443	1114.8498267562713	1065.3797842657004	1024.3696596593709	1065.0477120506894	1047.2742761015045	0.449903081032302	1.1615507444954731	-0.14881738310976533	-0.09777234578088496
7	98.2	0.05759650023537688	0.1299909868700979	2.066127474820708	4.663094951147769	35.87244826295284	0.35	6	0	0	4	5.413031661900277	2.726592880474527	-0.14368126480022697	1213.6084450118192	1149.0315013653626	1115.787123993125	1077.7213727271906	1114.792230256036	1065.3971737138745	1024.3696596595955	1065.0341991990153	1047.2734071195255	0.4501924356851013	1.1707745370654106	-0.14368126480022697	-0.09791523929073383
8	103.6	0.022265756990236696	0.06002461175012286	0.798727065423679	2.153229374478215	35.87244151518911	0.35	7	0	0	4	5.413449663272559	2.7255158770974504	-0.1440637077037376	1213.6084450118192	1149.0319581615438	1115.7648582361348	1077.7239703695345	1114.7747866835875	1065.3999590314238	1024.372221866795	1065.0387351989648	1047.2744841229025	0.4502866479868097	1.16250895809106	-0.1440637077037376	-0.0984337568482929
9	109.0	0.0037717975083069177	0.0637360033490495	0.1353035957921228	2.2863662260639717	35.87244423756402	0.35	8	0	0	4	5.413816055861844	2.725950392527011	-0.144334665962753	1213.6084450118192	1149.032358560171	1115.7686300336431	1077.7239703695004	1114.7769850927034	1065.3990414536463	1024.3722218666644	1065.0372399921314	1047.274049607473	0.45036923386109706	1.1637989066359178	-0.144334665962753	-0.09850204508039133
10	114.4	0.011927782742986892	0.06723158386762407	0.4278788195009593	2.411761796665241	35.8724524683799	0.35	9	0	0	4	5.41357421181624	2.727264103759353	-0.14377697469582185	1213.6084450118192	1149.0320942704057	1115.7805578163861	1077.7213727272456	1114.7878219222516	1065.3968513272914	1024.3696596598606	1065.0346644742253	1047.2727358962406	0.450314724364194	1.1685307520919892	-0.14377697469582185	-0.09802299937363985
