轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
16	0.01691581638851858	0.014203867627429645	35.87236486929218	24.27241350203563	0.025	24.27241350203563	0.35	Anderson：接受 15／丢弃 0／重启 0，末端深度 4	1213.6139434161207 1077.7656579000834 1024.3967511542926	815
17	0.1458827698593268	0.00923765852530778	35.87237357037562	209.32644871499613	0.025	209.32644871499613	0.35	Anderson：接受 16／丢弃 0／重启 0，末端深度 4	1213.613237190547 1077.7609143961731 1024.3938424848527	841
18	0.0520728124120069	0.002340516287176797	35.872376932486446	74.7190221911268	0.025	74.7190221911268	0.35	Anderson：接受 17／丢弃 0／重启 0，末端深度 4	1213.6129840323158 1077.7592099579979 1024.392731499365	867
19	0.024485781259500072	0.0028559822480929142	35.87237423165352	35.1345243478078	0.025	35.1345243478078	0.35	Anderson：接受 18／丢弃 0／重启 0，末端深度 4	1213.6131032247752 1077.7600670338095 1024.3935972226543	891
20	0.04667828741571611	0.0030629512818904914	35.872379246362684	66.97844914989147	0.025	66.97844914989147	0.35	Anderson：接受 19／丢弃 0／重启 0，末端深度 4	1213.6128764076395 1077.758443229389 1024.392003814746	916
21	0.031748124977639236	0.003943195393731003	35.87238337488788	45.55523642526913	0.025	45.55523642526913	0.35	Anderson：接受 20／丢弃 0／重启 0，末端深度 4	1213.6128621156304 1077.758159297655 1024.3907890424282	942
22	0.07352018722372122	0.003944925310179315	35.872381405241775	105.49376788296443	0.025	105.49376788296443	0.35	Anderson：接受 21／丢弃 0／重启 0，末端深度 4	1213.613220690614 1077.7604426332512 1024.3915530347717	967
23	0.02657068953521957	0.0009354204325973114	35.872383488551314	38.12615858250535	0.025	38.12615858250535	0.35	Anderson：接受 22／丢弃 0／重启 0，末端深度 4	1213.6130908159107 1077.7595548991987 1024.3908812054299	992
24	0.047941673985633315	0.001372217864400227	35.87237678840279	68.79127172317625	0.025	68.79127172317625	0.35	Anderson：接受 23／丢弃 0／重启 0，末端深度 4	1213.6133234789806 1077.7612910830555 1024.392951761108	1016
25	0.018374044633219455	0.001465769423475649	35.87237834754599	26.364827234301806	0.025	26.364827234301806	0.35	Anderson：接受 24／丢弃 0／重启 0，末端深度 4	1213.6132327864325 1077.7606709202762 1024.3924512598912	1038
26	0.016710527933810226	0.00041382320137017814	35.872380537241085	23.977856680793497	0.025	23.977856680793497	0.35	Anderson：接受 25／丢弃 0／重启 0，末端深度 4	1213.613153469276 1077.7600751869643 1024.391783010982	1062
27	0.011288367330962501	0.0005623513534374069	35.87237961238456	16.197623924013087	0.025	16.197623924013087	0.35	Anderson：接受 26／丢弃 0／重启 0，末端深度 4	1213.6132056598578 1077.760449169905 1024.3920589465745	1085
28	0.0049525472277309746	9.513506302027963E-05	35.872379798955244	7.106386205017136	0.025	7.106386205017136	0.35	Anderson：接受 27／丢弃 0／重启 0，末端深度 4	1213.613179724551 1077.760291271677 1024.391988522806	1106
29	0.0008011735378659068	0.00020094654996682948	35.87237974359705	1.1496000556338777	0.025	1.1496000556338777	0.35	Anderson：接受 28／丢弃 0／重启 0，末端深度 4	1213.6131774975076 1077.7602786080076 1024.3920039612274	1125
30	0.0015275982341336203	0.00022811692679169937	35.87237983052201	2.1919433633310366	0.025	2.1919433633310366	0.35	Anderson：接受 29／丢弃 0／重启 0，末端深度 4	1213.613183806827 1077.7603105700641 1024.3919806760048	1139
31	0.0019398868537336966	0.00016320285953952407	35.87237959170915	2.783534303284061	0.025	2.783534303284061	0.35	Anderson：接受 30／丢弃 0／重启 0，末端深度 4	1213.6131934899288 1077.760379428723 1024.3920543271977	1154
32	0.0011280529909072357	5.306049501996313E-05	35.87237937206718	1.618637793664776	0.025	1.618637793664776	0.35	Anderson：接受 31／丢弃 0／重启 0，末端深度 4	1213.6131989314947 1077.7604195450313 1024.3921208092308	1169
33	0.0006104766443968401	4.472723503567977E-05	35.872379431241455	0.8759699928685805	0.025	0.8759699928685805	0.35	Anderson：接受 32／丢弃 0／重启 0，末端深度 4	1213.6131960013915 1077.760398666853 1024.392102212133	1181
