轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
1	66.08534630209101	0	35.87338709293429	94828.20836262096	0.025	94828.20836262096	0.35	Anderson：接受 0／丢弃 0／重启 0，末端深度 0	1213.7560850664993 1077.5918481934616 1024.291954517329	423
2	29.65043615676541	66.08534630209101	35.87284505664589	94826.7755363879	0.025	94826.7755363879	0.35	Anderson：接受 1／丢弃 0／重启 0，末端深度 1	1213.6189433862428 1077.7049912906095 1024.360717546509	450
3	5.812663928281609	6.890384073205041	35.87285772268291	9887.11070050899	0.025	9887.11070050899	0.35	Anderson：接受 2／丢弃 0／重启 0，末端深度 2	1213.6466091289874 1077.6833041642817 1024.3474860218466	481
4	7.132864528307891	18.40297463966681	35.872460062995586	26406.398912070727	0.025	26406.398912070727	0.35	Anderson：接受 3／丢弃 0／重启 0，末端深度 3	1213.6161410486297 1077.7134304205442 1024.3656319334407	509
5	1.0277842431355566	3.8716454025609437	35.87244508994418	5555.415484444091	0.025	5555.415484444091	0.35	Anderson：接受 4／丢弃 0／重启 0，末端深度 4	1213.6114581379318 1077.717797545198 1024.3681062761702	535
6	0.8549029157477435	1.820300065422316	35.87243814810805	2611.944060314363	0.025	2611.944060314363	0.35	Anderson：接受 5／丢弃 0／重启 0，末端深度 4	1213.607631706902 1077.7216940261026 1024.3702210798726	562
7	0.06214091320407533	0.13780957898643464	35.87244295614866	197.74265044006958	0.025	197.74265044006958	0.35	Anderson：接受 6／丢弃 0／重启 0，末端深度 4	1213.6074569647665 1077.7223572059986 1024.3706383621561	588
8	0.023111270012577734	0.061205160113104284	35.872441996067344	87.82314224069391	0.025	87.82314224069391	0.35	Anderson：接受 7／丢弃 0／重启 0，末端深度 4	1213.6075722480311 1077.7230165641813 1024.371035750947	615
9	0.020437829768297888	0.06447688143430241	35.87244286952597	92.51772982628852	0.025	92.51772982628852	0.35	Anderson：接受 8／丢弃 0／重启 0，末端深度 4	1213.6074711257445 1077.7223910277887 1024.370655216888	640
10	0.033015268025792466	0.06103042585164076	35.872442765682784	87.57241833312919	0.025	87.57241833312919	0.35	Anderson：接受 9／丢弃 0／重启 0，末端深度 4	1213.6076268774914 1077.7233107929449 1024.3712209879357	667
11	0.014049994502784102	0.07384890114008158	35.87244152150531	105.96561550300012	0.025	105.96561550300012	0.35	Anderson：接受 10／丢弃 0／重启 0，末端深度 4	1213.6076957791386 1077.7237677834016 1024.371498553136	692
12	0.09472784090030473	0.07233722815021792	35.87243537414674	135.92473403314543	0.025	135.92473403314543	0.35	Anderson：接受 11／丢弃 0／重启 0，末端深度 4	1213.6081168589983 1077.7267065871997 1024.3732864612293	716
13	0.1525120236328803	0.058078510551467843	35.87242612970733	218.83905206650704	0.025	218.83905206650704	0.35	Anderson：接受 12／丢弃 0／重启 0，末端深度 4	1213.608856073316 1077.731645611392 1024.3762831314077	741
14	0.2683171576784389	0.05173114454419192	35.87241055104397	385.00732952520633	0.025	385.00732952520633	0.35	Anderson：接受 13／丢弃 0／重启 0，末端深度 4	1213.6101596920373 1077.740266303498 1024.3814944061735	766
15	0.796138398271296	0.03781527686624031	35.87236373004438	1142.3746480897144	0.025	1142.3746480897144	0.35	Anderson：接受 14／丢弃 0／重启 0，末端深度 4	1213.6140293107726 1077.7661194923057 1024.3970911130014	792
