轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
1	66.08525409154845	0	35.87338732980953	94828.0766725999	0.025	94828.0766725999	0.35	Anderson：接受 0／丢弃 0／重启 0，末端深度 0	1213.7560769301272 1077.591935206174 1024.2920505107043	406
2	29.650684724832672	66.08525409154845	35.87284532853529	94826.64394092285	0.025	94826.64394092285	0.35	Anderson：接受 1／丢弃 0／重启 0，末端深度 1	1213.6188984089783 1077.705171288894 1024.3608270490524	434
3	5.812244393597439	6.889788849828847	35.87285805756166	9886.256698259247	0.025	9886.256698259247	0.35	Anderson：接受 2／丢弃 0／重启 0，末端深度 2	1213.646569603984 1077.6833778596329 1024.347628913629	465
4	7.135817939396929	18.401546227347353	35.87245978841006	26404.34908340347	0.025	26404.34908340347	0.35	Anderson：接受 3／丢弃 0／重启 0，末端深度 3	1213.6160726387075 1077.7136163552864 1024.3657452055625	493
5	1.020490301177233	3.8642236251296254	35.872445199338166	5544.766009218013	0.025	5544.766009218013	0.35	Anderson：接受 4／丢弃 0／重启 0，末端深度 4	1213.6114204533055 1077.717947974941 1024.3681986375914	523
6	0.8582861572144793	1.8276006833211795	35.872438441993935	2622.419720359402	0.025	2622.419720359402	0.35	Anderson：接受 5／丢弃 0／重启 0，末端深度 4	1213.6075777530157 1077.7218543914225 1024.3703784877032	551
7	0.0623144783112366	0.13836605880169373	35.87244307120521	198.5411426940316	0.025	198.5411426940316	0.35	Anderson：接受 6／丢弃 0／重启 0，末端深度 4	1213.6074022019259 1077.722516234404 1024.3707949700115	578
8	0.022845305306418595	0.061080911307499264	35.872442152230754	87.64485829935218	0.025	87.64485829935218	0.35	Anderson：接受 7／丢弃 0／重启 0，末端深度 4	1213.6075135119777 1077.7231632028183 1024.3711830622162	605
9	0.01896570005214926	0.06439689949934291	35.87244294948172	92.40296413654747	0.025	92.40296413654747	0.35	Anderson：接受 8／丢弃 0／重启 0，末端深度 4	1213.6074210784348 1077.7225863385797 1024.3708346917672	631
10	0.02655010239436706	0.06135698850039262	35.872443255224944	88.04100353167294	0.025	88.04100353167294	0.35	Anderson：接受 9／丢弃 0／重启 0，末端深度 4	1213.6075437114457 1077.7232933339276 1024.3712717303881	657
11	0.003282131955074874	0.0744170640939501	35.87244274888758	106.7808748500209	0.025	106.7808748500209	0.35	Anderson：接受 10／丢弃 0／重启 0，末端深度 4	1213.6075587399866 1077.7233884177958 1024.3713308929866	680
12	0.07895642201310693	0.07411497724729088	35.87243752883377	113.29437264661657	0.025	113.29437264661657	0.35	Anderson：接受 11／丢弃 0／重启 0，末端深度 4	1213.6078978949913 1077.7258243175227 1024.3728129382794	703
13	0.188016317351412	0.06100146933886208	35.87242597901662	269.784057081433	0.025	269.784057081433	0.35	Anderson：接受 12／丢弃 0／重启 0，末端深度 4	1213.6087685123578 1077.7317997590362 1024.3764415582136	727
14	0.17870609286978834	0.05790807537096043	35.8724154261586	256.424768104429	0.025	256.424768104429	0.35	Anderson：接受 13／丢弃 0／重启 0，末端深度 4	1213.6096414428819 1077.7375556219192 1024.3799284741317	752
15	0.08056903295664597	0.04488408115889797	35.87242010190806	115.6082478970112	0.025	115.6082478970112	0.35	Anderson：接受 14／丢弃 0／重启 0，末端深度 4	1213.6092479877577 1077.7349612234464 1024.3783571468437	775
16	0.5898475172232338	0.05081486253902767	35.87238617750328	846.3695169469344	0.025	846.3695169469344	0.35	Anderson：接受 15／丢弃 0／重启 0，末端深度 4	1213.6121247309454 1077.7540203298838 1024.3898748479137	800
17	0.2611903264034936	0.011765416916887261	35.872370404720435	374.78064539503816	0.025	374.78064539503816	0.35	Anderson：接受 16／丢弃 0／重启 0，末端深度 4	1213.6133928177228 1077.7624979232503 1024.3948992394967	824
18	0.07418010454966861	0.003317724174394243	35.87237500402657	106.4406611297444	0.025	106.4406611297444	0.35	Anderson：接受 17／丢弃 0／重启 0，末端深度 4	1213.6130311176362 1077.7600827866577 1024.393421766498	851
19	0.03214969347823171	0.00277938178533077	35.87237707611385	46.13143709330424	0.025	46.13143709330424	0.35	Anderson：接受 18／丢弃 0／重启 0，末端深度 4	1213.6128747042724 1077.7590358597854 1024.392775655764	876
20	0.07534405344449624	0.0033564502505214477	35.87237298263298	108.11079948737608	0.025	108.11079948737608	0.35	Anderson：接受 19／丢弃 0／重启 0，末端深度 4	1213.6132415593913 1077.7614688113233 1024.3941692417834	901
21	0.017070166450139368	0.002200823575094546	35.872371392116705	24.49389402498599	0.025	24.49389402498599	0.35	Anderson：接受 20／丢弃 0／重启 0，末端深度 4	1213.6133241921502 1077.7620424812471 1024.39463404985	926
22	0.018166835101510515	0.0023485340957449807	35.87237226900624	26.0674988684414	0.025	26.0674988684414	0.35	Anderson：接受 21／丢弃 0／重启 0，末端深度 4	1213.6132368753742 1077.7614682601895 1024.394361502694	951
23	0.006764852139895083	0.002479216557503605	35.87237259709532	9.706851861062962	0.025	9.706851861062962	0.35	Anderson：接受 22／丢弃 0／重启 0，末端深度 4	1213.6132686681228 1077.7616506383804 1024.3942900801037	976
24	0.01827921881886141	0.0021576926812940656	35.872374784625926	26.228759529615346	0.025	26.228759529615346	0.35	Anderson：接受 23／丢弃 0／重启 0，末端深度 4	1213.613274957952 1077.7615905764799 1024.3936696060973	1001
25	0.01665189490540797	0.001549496379766424	35.87237729758394	23.893722270660422	0.025	23.893722270660422	0.35	Anderson：接受 24／丢弃 0／重启 0，末端深度 4	1213.6132433160133 1077.76127427743 1024.392902846985	1024
26	0.005334570327249821	0.0011752355387670832	35.872376977152854	7.65454871160957	0.025	7.65454871160957	0.35	Anderson：接受 25／丢弃 0／重启 0，末端深度 4	1213.613268917977 1077.7614500641205 1024.393026512498	1049
27	0.010979351650121316	0.0014182442541823548	35.872376645869025	15.754217508823817	0.025	15.754217508823817	0.35	Anderson：接受 26／丢弃 0／重启 0，末端深度 4	1213.613321736018 1077.7617911291486 1024.3931464132827	1072
28	0.04784733360361315	0.0020569064176925167	35.872381005873514	68.65591124575784	0.025	68.65591124575784	0.35	Anderson：接受 27／丢弃 0／重启 0，末端深度 4	1213.6130906846454 1077.7601663795217 1024.3917594582208	1092
29	0.005289613930472115	0.0006929521146048501	35.87238039450558	7.59004172215886	0.025	7.59004172215886	0.35	Anderson：接受 28／丢弃 0／重启 0，末端深度 4	1213.613087811349 1077.7601767063795 1024.3919333791118	1114
30	0.0053430975399351155	0.0006811797688897059	35.87237993992287	7.666785000344787	0.025	7.666785000344787	0.35	Anderson：接受 29／丢弃 0／重启 0，末端深度 4	1213.6131135605576 1077.7603568886632 1024.39208105894	1133
31	0.00714361228801863	0.0003687414684918622	35.872379487559115	10.250334836311788	0.025	10.250334836311788	0.35	Anderson：接受 30／丢弃 0／重启 0，末端深度 4	1213.6131480430154 1077.760590525081 1024.3922312869254	1147
32	0.0018660817963791487	4.721992877421144E-05	35.87237986873247	2.67763180263358	0.025	2.67763180263358	0.35	Anderson：接受 31／丢弃 0／重启 0，末端深度 4	1213.6131392826271 1077.7605183089127 1024.392120029106	1161
33	2.8808734896301758E-05	8.17459781501384E-05	35.87237984648017	0.11729691116495332	0.025	0.11729691116495332	0.35	Anderson：接受 31／丢弃 1／重启 0，末端深度 3	1213.6131389649008 1077.76051890255 1024.392120939534	1174
