轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
28	0.006976182066864567	0.04915811860064423	35.87242534272915	70.53683757962541	0.025	70.53683757962541	0.15		1213.6089017089953 1077.7325480197615 1024.3770099635544	1103
29	0.006920811935060556	0.04876058287732121	35.87242494926429	69.96641398996346	0.025	69.96641398996346	0.15		1213.60893538567 1077.732771907181 1024.3771389729773	1124
30	0.006865794602845199	0.048367307380885904	35.87242455957312	69.40210340682054	0.025	69.40210340682054	0.15		1213.60896878196 1077.7329939964038 1024.3772668894776	1137
31	0.00681112676511475	0.047978005876530005	35.87242417828831	68.84349512125173	0.025	68.84349512125173	0.15		1213.6090019239705 1077.7332143155493 1024.3773937386793	1153
32	0.006756981462331169	0.0475924317602221	35.87242379480749	68.29023526112572	0.025	68.29023526112572	0.22499999999999998		1213.6090348331925 1077.7334328959155 1024.3775195364035	1167
33	0.010054900395516597	0.04721054845845174	35.872423225323125	67.74227100004828	0.025	67.74227100004828	0.15		1213.6090838080952 1077.733758149175 1024.3777066494742	1180
34	0.006623337223118142	0.04664307545090196	35.87242285075178	66.928005025371	0.025	66.928005025371	0.15		1213.6091160714138 1077.7339723873365 1024.3778298184527	1186
35	0.006570728825636252	0.046269951356407546	35.872422479571156	66.39260972665032	0.025	66.39260972665032	0.15		1213.6091487559277 1077.734185401276 1024.3779524072522	1193
36	0.006518448334418281	0.04590018747853719	35.87242211356686	65.86203601287768	0.025	65.86203601287768	0.15		1213.609180358788 1077.7343961216598 1024.3780734142042	1199
37	0.006466719223681139	0.04553360769114079	35.87242174839879	65.33603115290948	0.025	65.33603115290948	0.15		1213.6092117444434 1077.7346051852855 1024.3781934259732	1205
38	0.00641522207934031	0.04517028576105986	35.87242138671106	64.81470099915575	0.025	64.81470099915575	0.22499999999999998		1213.6092435824291 1077.7348130791518 1024.3783128959544	1210
39	0.009546340355655047	0.04480996497613887	35.87242084849725	64.29767687321902	0.025	64.29767687321902	0.15		1213.6092897562928 1077.7351215641293 1024.37848978458	1215
40	0.006288341184927049	0.044274063212242254	35.87242049947815	63.52871251080122	0.025	63.52871251080122	0.15		1213.6093202448046 1077.7353248079376 1024.3786062754787	1220
