轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
1	66.08525409154845	0	35.87338732980953	94828.0766725999	0.025	94828.0766725999	0.35		1213.7560769301272 1077.591935206174 1024.2920505107043	416
2	22.635227456457187	66.08525409154845	35.87297375614276	94826.98342776575	0.025	94826.98342776575	0.35		1213.6512760356043 1077.6779595546127 1024.3443305145113	449
3	7.029328716062764	20.894252434573673	35.87273243717214	29981.357082407758	0.025	29981.357082407758	0.35		1213.6198521109807 1077.70615590764 1024.3614222353892	480
4	2.1902788742131634	6.750901901567204	35.872598240208525	9686.895666959203	0.025	9686.895666959203	0.35		1213.6106097675006 1077.715531723852 1024.3670853714393	508
5	0.6895877425624803	2.2806765081904814	35.872525699167454	3272.5450660620213	0.025	3272.5450660620213	0.35		1213.6080037067727 1077.7189148935006 1024.3691087381192	534
6	0.2273062189860866	0.8393817281269094	35.8724867174469	1204.428395724007	0.025	1204.428395724007	0.35		1213.6073607765704 1077.7204653543856 1024.3699814092618	563
7	0.08609615844602558	0.35964797825317874	35.87246580508826	516.0583920702512	0.025	516.0583920702512	0.35		1213.607284827602 1077.7214860431964 1024.3705728985235	591
8	0.04200943135697344	0.19169990557793426	35.872454324311136	275.06984427276814	0.025	275.06984427276814	0.35		1213.6073584091948 1077.7223150601617 1024.3710583050815	615
9	0.02805120708035247	0.12686896473815068	35.872447747568884	182.04401233429877	0.025	182.04401233429877	0.35		1213.6074652405753 1077.7230669217877 1024.3714991130148	637
10	0.02344326087063564	0.0981951443827711	35.87244375756526	140.89999176547826	0.025	140.89999176547826	0.35		1213.6075753541586 1077.7237816966265 1024.3719177037349	660
11	0.02174052747773203	0.08345496250740325	35.87244111460681	119.74932913074167	0.025	119.74932913074167	0.35		1213.6076824676848 1077.7244741286381 1024.3723226340055	686
12	0.020943958904126703	0.07480909381524725	35.87243916870376	107.34338668613238	0.025	107.34338668613238	0.35		1213.6077860137204 1077.7251499298973 1024.3727173104419	711
13	0.020433443041838473	0.06921077733727543	35.872437621123154	99.31037170963428	0.025	99.31037170963428	0.35		1213.607886653188 1077.7258116197684 1024.3731033619863	736
14	0.02001674877374171	0.06531496849061114	35.87243626608226	93.72028177602476	0.025	93.72028177602476	0.5249999999999999		1213.6079848048414 1077.7264602829787 1024.3734814114769	761
15	0.029450211094626866	0.06244454536590638	35.872434418643905	89.60151433762043	0.025	89.60151433762043	0.26249999999999996		1213.6081311185453 1077.727416314614 1024.3740386359418	788
16	0.014317672686729566	0.05910734313624744	35.8724335755081	84.81296961919202	0.025	84.81296961919202	0.26249999999999996		1213.6082000222057 1077.7278793432454 1024.3743075983139	812
17	0.014118472197196752	0.057909338249601205	35.87243276244315	83.09395370705585	0.025	83.09395370705585	0.26249999999999996		1213.6082682891638 1077.7283361286838 1024.3745728380234	837
18	0.013921858473622706	0.056826609156360064	35.87243195596578	81.54034680999153	0.025	81.54034680999153	0.26249999999999996		1213.6083357631958 1077.7287866349443 1024.3748342763906	861
19	0.013728266082353002	0.05583148272648941	35.872431165558794	80.11244083908305	0.025	80.11244083908305	0.26249999999999996		1213.6084024699107 1077.7292309672357 1024.3750919884292	885
20	0.013537149233798118	0.05490398459323842	35.87243039271237	78.78157462413989	0.025	78.78157462413989	0.39374999999999993		1213.6084683145211 1077.7296691299825 1024.3753459585016	911
21	0.020023446643563148	0.054028837871328506	35.87242925253599	77.52582656543875	0.025	77.52582656543875	0.19687499999999997		1213.6085657692981 1077.7303172340141 1024.3757213545766	934
22	0.009802675418541185	0.05277842960299495	35.87242869967734	75.73161811257503	0.025	75.73161811257503	0.19687499999999997		1213.6086135069036 1077.7306345038442 1024.3759049312202	959
23	0.009700507543357162	0.05219035169352537	35.87242815185765	74.88778565384683	0.025	74.88778565384683	0.19687499999999997		1213.608660752756 1077.7309484534348 1024.3760864867886	982
24	0.009599286336651858	0.051615883747217595	35.87242760212134	74.06348211366299	0.025	74.06348211366299	0.19687499999999997		1213.6087083968655 1077.7312597497094 1024.376266627498	1007
25	0.009499011593106843	0.051053292971118935	35.87242706573506	73.25622114288274	0.025	73.25622114288274	0.19687499999999997		1213.608754406816 1077.7315669611737 1024.3764440210202	1033
26	0.009399962867519207	0.05050118751046284	35.87242652874668	72.4640055433415	0.025	72.4640055433415	0.2953125		1213.6087999850645 1077.731870987278 1024.3766194847367	1056
27	0.013952826697277487	0.04995872908693855	35.872425734045216	71.6856319575395	0.025	71.6856319575395	0.15		1213.6088677745772 1077.7323223402025 1024.376879864438	1080
