轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
1	66.08534619190436	0	35.87338709289777	94828.2082044137	0.025	94828.2082044137	0.35	Anderson：接受 0／丢弃 0／重启 0，末端深度 0	1213.7560850659534 1077.5918481898113 1024.2919545147208	426
2	29.65150636188673	66.08534619190436	35.87284501495685	94826.77526807816	0.025	94826.77526807816	0.35	Anderson：接受 1／丢弃 0／重启 0，末端深度 1	1213.6189404820384 1077.7049968944539 1024.360721414921	456
3	5.813605882821776	6.888248137474875	35.87285770752072	9884.045811589232	0.025	9884.045811589232	0.35	Anderson：接受 2／丢弃 0／重启 0，末端深度 2	1213.6466094149303 1077.6833052877223 1024.3474868937187	485
4	7.131723464190145	18.40271705599207	35.87246012283784	26406.029349717737	0.025	26406.029349717737	0.35	Anderson：接受 3／丢弃 0／重启 0，末端深度 3	1213.6161434948767 1077.7134248041837 1024.3656280794949	513
5	1.0300950034654761	3.8736902430841837	35.87244505154158	5558.349615669205	0.025	5558.349615669205	0.35	Anderson：接受 4／丢弃 0／重启 0，末端深度 4	1213.6114513038574 1077.7178020723472 1024.3681087617056	545
6	0.8539321332134477	1.8176772523302134	35.872438071018706	2608.1805866926006	0.025	2608.1805866926006	0.35	Anderson：接受 5／丢弃 0／重启 0，末端深度 4	1213.6076326026514 1077.7216961891488 1024.370223385458	574
7	0.06178197831718535	0.13704184013090526	35.87244298368591	196.6410238590119	0.025	196.6410238590119	0.35	Anderson：接受 6／丢弃 0／重启 0，末端深度 4	1213.6074577662878 1077.7223575498203 1024.370638784026	600
8	0.02297121760693699	0.061147631009816905	35.872441959171304	87.7405937736192	0.025	87.7405937736192	0.35	Anderson：接受 7／丢弃 0／重启 0，末端深度 4	1213.607572472651 1077.7230136929977 1024.371034047277	626
9	0.019641886004365006	0.06439847147726141	35.872442780958366	92.40521932996957	0.025	92.40521932996957	0.35	Anderson：接受 8／丢弃 0／重启 0，末端深度 4	1213.6074741920231 1077.7224104586414 1024.370666065773	655
10	0.034933043133378305	0.061010039448547104	35.87244256883315	87.54316544961003	0.025	87.54316544961003	0.35	Anderson：接受 9／丢弃 0／重启 0，末端深度 4	1213.6076402688723 1077.7233952429337 1024.3712716278683	680
11	0.011606570858475607	0.07372511499966095	35.87244168683443	105.78799554721998	0.025	105.78799554721998	0.35	Anderson：接受 10／丢弃 0／重启 0，末端深度 4	1213.6076788151915 1077.7237282989104 1024.3714733039926	701
