轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
12	0.06255462057924888	0.0697094687027402	35.87243757387087	100.02594257387011	0.025	100.02594257387011	0.35	Anderson：接受 11／丢弃 0／重启 0，末端深度 4	1213.6079262846918 1077.725582688777 1024.372608453739	727
13	0.13432033554408918	0.0654343982073442	35.872429195591515	192.73586905333732	0.025	192.73586905333732	0.35	Anderson：接受 12／丢弃 0／重启 0，末端深度 4	1213.6085604460504 1077.7298851875616 1024.3752338581505	751
14	0.31832087385055274	0.0635694673458147	35.87241029865811	456.7574797357767	0.025	456.7574797357767	0.35	Anderson：接受 13／丢弃 0／重启 0，末端深度 4	1213.6101078556567 1077.7401499518526 1024.3814747007345	774
15	0.1887472291209633	0.04092455888053337	35.87239906691907	270.83263703209616	0.025	270.83263703209616	0.35	Anderson：接受 14／丢弃 0／重启 0，末端深度 4	1213.611030141794 1077.7462735995052 1024.3851883115976	799
16	0.9510529007757214	0.029498717507522088	35.87234331098649	1364.6598465414495	0.025	1364.6598465414495	0.35	Anderson：接受 15／丢弃 0／重启 0，末端深度 4	1213.6156655415548 1077.7771305293331 1024.4037608006172	823
17	0.3741703677726491	0.02892959804239581	35.87236636986741	536.8950606995398	0.025	536.8950606995398	0.35	Anderson：接受 16／丢弃 0／重启 0，末端深度 4	1213.6138432212058 1077.7649439572924 1024.3962653424126	847
18	0.08903327200937383	0.007622854460123563	35.87237177137511	127.75338534168893	0.025	127.75338534168893	0.35	Anderson：接受 17／丢弃 0／重启 0，末端深度 4	1213.6134089234872 1077.7620395227398 1024.394460172861	873
19	0.022504573468268063	0.002630777472859336	35.872370316149144	32.291695730427875	0.025	32.291695730427875	0.35	Anderson：接受 18／丢弃 0／重启 0，末端深度 4	1213.6135187447812 1077.762775960791 1024.3949371220644	896
20	0.05840214923591702	0.003802944088647564	35.8723744772325	83.80095070664133	0.025	83.80095070664133	0.35	Anderson：接受 19／丢弃 0／重启 0，末端深度 4	1213.6132340596384 1077.7608487831806 1024.3936084588843	922
21	0.052125837615221826	0.0019852208208703814	35.8723721982659	74.79509792318424	0.025	74.79509792318424	0.35	Anderson：接受 20／丢弃 0／重启 0，末端深度 4	1213.6134879079134 1077.7625060042353 1024.394393198336	949
22	0.008746099143309038	0.0033399746500890615	35.872373804738665	12.549733512083456	0.025	12.549733512083456	0.35	Anderson：接受 21／丢弃 0／重启 0，末端深度 4	1213.613453698244 1077.762222491249 1024.3938995775106	973
23	0.04534511197402935	0.002934851605004951	35.87237764661297	65.06547924641329	0.025	65.06547924641329	0.35	Anderson：接受 22／丢弃 0／重启 0，末端深度 4	1213.6132327202974 1077.7606933082325 1024.3926649668501	999
24	0.012822599269156854	0.0006129513683390542	35.872379743763815	18.39908601141212	0.025	18.39908601141212	0.35	Anderson：接受 23／丢弃 0／重启 0，末端深度 4	1213.6131937981559 1077.7603506701828 1024.3919974549563	1025
25	0.0033232187918201817	0.00012879097243967408	35.8723793308036	4.768470603977135	0.025	4.768470603977135	0.35	Anderson：接受 24／丢弃 0／重启 0，末端深度 4	1213.6132099630568 1077.7604696277617 1024.3921336974993	1051
26	0.00041174739703819796	9.767462802301452E-05	35.872379287613	0.5908143518896647	0.025	0.5908143518896647	0.35	Anderson：接受 25／丢弃 0／重启 0，末端深度 4	1213.613210211982 1077.7604739985525 1024.39214995588	1076
