轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
1	66.08535402137636	0	35.87338706780402	94828.21937286771	0.025	94828.21937286771	0.35	Anderson：接受 0／丢弃 0／重启 0，末端深度 0	1213.756087425244 1077.5918401423553 1024.291949824564	431
2	29.65056468807984	66.08535402137636	35.872845026015874	94826.78653192914	0.025	94826.78653192914	0.35	Anderson：接受 1／丢弃 0／重启 0，末端深度 1	1213.6189489490303 1077.704989235391 1024.3607134783997	463
3	5.813129855073157	6.8901357606227975	35.872857712835	9886.75439051751	0.025	9886.75439051751	0.35	Anderson：接受 2／丢弃 0／重启 0，末端深度 2	1213.6466154863233 1077.6832989319662 1024.3474829524937	494
4	7.137934208579054	18.403655085188802	35.87245990203598	26407.37516377343	0.025	26407.37516377343	0.35	Anderson：接受 3／丢弃 0／重启 0，末端深度 3	1213.6161295275913 1077.7134485906834 1024.365640883029	523
5	1.0224063354837654	3.8620928041491425	35.87244513989866	5541.708489681499	0.025	5541.708489681499	0.35	Anderson：接受 4／丢弃 0／重启 0，末端深度 4	1213.6114695490842 1077.717793278582 1024.3681014452013	551
6	0.855195776211076	1.8216177833007805	35.87243824262152	2613.8348573247345	0.025	2613.8348573247345	0.35	Anderson：接受 5／丢弃 0／重启 0，末端深度 4	1213.6076386009393 1077.7216895605754 1024.3702149450314	580
7	0.06251545911300127	0.1386402621203615	35.87244292600733	198.93459560637456	0.025	198.93459560637456	0.35	Anderson：接受 6／丢弃 0／重启 0，末端深度 4	1213.6074638706132 1077.7223543243708 1024.370633921706	603
8	0.023005373379874072	0.061237954614398404	35.872442068945475	87.87019917302875	0.025	87.87019917302875	0.35	Anderson：接受 7／丢弃 0／重启 0，末端深度 4	1213.6075760823248 1077.7230051680676 1024.3710246000048	629
9	0.01856265795231593	0.06449664290676083	35.87244286574387	92.54608550820248	0.025	92.54608550820248	0.35	Anderson：接受 8／丢弃 0／重启 0，末端深度 4	1213.6074852801005 1077.722440863254 1024.3706844479361	653
10	0.02210235198481314	0.06165563515423855	35.87244341407986	88.46953132918301	0.025	88.46953132918301	0.35	Anderson：接受 9／丢弃 0／重启 0，末端深度 4	1213.6075866729188 1077.7230100314705 1024.3710386410146	679
11	0.003955699756488684	0.07427488278767669	35.87244282100525	106.57685943351197	0.025	106.57685943351197	0.35	Anderson：接受 10／丢弃 0／重启 0，末端深度 4	1213.6076082755496 1077.7231284066092 1024.3711122313473	703
12	0.06331132967807207	0.07399235433194917	35.87243859352221	106.17144748651934	0.025	106.17144748651934	0.35	Anderson：接受 11／丢弃 0／重启 0，末端深度 4	1213.6078903780758 1077.7250987230866 1024.3723189829464	727
13	0.12155085826270806	0.06414791400584363	35.8724311485526	174.4129917630588	0.025	174.4129917630588	0.35	Anderson：接受 12／丢弃 0／重启 0，末端深度 4	1213.6084533653443 1077.7289654456429 1024.3746835709971	751
14	0.40980462542802343	0.05627224244790341	35.87240640755819	588.0271228420484	0.025	588.0271228420484	0.35	Anderson：接受 13／丢弃 0／重启 0，末端深度 4	1213.6104372305747 1077.7422754997217 1024.3828032552867	776
15	0.2316372562468132	0.0364118768723074	35.87239259060502	332.37530378785027	0.025	332.37530378785027	0.35	Anderson：接受 14／丢弃 0／重启 0，末端深度 4	1213.611548289977 1077.749771593563 1024.3873800764338	800
16	0.2499167369001043	0.027156145249591646	35.87237805756889	358.6043067597807	0.025	358.6043067597807	0.35	Anderson：接受 15／丢弃 0／重启 0，末端深度 4	1213.6127640145785 1077.7577813364187 1024.3922379475996	824
17	0.037620217037328985	0.00643086619834321	35.87237608951034	53.98106296528278	0.025	53.98106296528278	0.35	Anderson：接受 16／丢弃 0／重启 0，末端深度 4	1213.6129463037082 1077.7589801044576 1024.3929368521474	848
18	0.010055662900867901	0.0032758797160568065	35.87237669184368	14.428821098645233	0.025	14.428821098645233	0.35	Anderson：接受 17／丢弃 0／重启 0，末端深度 4	1213.6128976480834 1077.7586527205242 1024.392735106518	872
19	0.14615557749789332	0.0037657878810932743	35.872368271792844	209.71786803923953	0.025	209.71786803923953	0.35	Anderson：接受 18／丢弃 0／重启 0，末端深度 4	1213.6136068513063 1077.7633945203663 1024.3955495916641	898
20	0.17202166023776044	0.005029083002227708	35.87237804935437	246.8330411490613	0.025	246.8330411490613	0.35	Anderson：接受 19／丢弃 0／重启 0，末端深度 4	1213.6127747074636 1077.7578234367704 1024.3922671266196	923
21	0.0924353407910985	0.004998630060754294	35.87237327713711	132.63500195430652	0.025	132.63500195430652	0.35	Anderson：接受 20／丢弃 0／重启 0，末端深度 4	1213.6132200639317 1077.760797729506 1024.393909212784	948
22	0.006154680352665309	0.002554046469867899	35.87237417997851	8.831319862758882	0.025	8.831319862758882	0.35	Anderson：接受 21／丢弃 0／重启 0，末端深度 4	1213.6131878905123 1077.7605711505234 1024.39362974509	972
23	0.010258034409616812	0.002370641663674178	35.8723729168952	14.719201429444688	0.025	14.719201429444688	0.35	Anderson：接受 22／丢弃 0／重启 0，末端深度 4	1213.6131928114673 1077.7606323533632 1024.3939998541216	998
24	0.00512284310184441	0.0029108421506407467	35.8723731904527	7.350741581819958	0.025	7.350741581819958	0.35	Anderson：接受 23／丢弃 0／重启 0，末端深度 4	1213.6132121824153 1077.760733225101 1024.393917788207	1024
25	0.05268816558850631	0.0026452067786522093	35.87236931546623	75.6019733818135	0.025	75.6019733818135	0.35	Anderson：接受 24／丢弃 0／重启 0，末端深度 4	1213.613468042116 1077.7624785795588 1024.3951656590407	1050
26	0.023912937168461212	0.0030735092666418495	35.87237120048936	34.31255034404078	0.025	34.31255034404078	0.35	Anderson：接受 25／丢弃 0／重启 0，末端深度 4	1213.6133516688324 1077.7616819936384 1024.3945762140795	1075
27	0.045307907359529054	0.002554814454924781	35.87236847813015	65.01207791096043	0.025	65.01207791096043	0.35	Anderson：接受 26／丢弃 0／重启 0，末端深度 4	1213.6135712295072 1077.763159072528 1024.3954988822582	1097
28	0.005770496613195064	0.004349159166395111	35.87236781591087	8.28005507956005	0.025	8.28005507956005	0.35	Anderson：接受 27／丢弃 0／重启 0，末端深度 4	1213.6135995876505 1077.7633623381646 1024.3957096025017	1120
29	0.0686476035555188	0.00467265837778541	35.8723745105484	98.50210175980895	0.025	98.50210175980895	0.35	Anderson：接受 28／丢弃 0／重启 0，末端深度 4	1213.6132646025678 1077.7610051467989 1024.3935757594313	1135
30	0.05658142676384159	0.0017606431667900324	35.87237853718325	81.18841436185748	0.025	81.18841436185748	0.35	Anderson：接受 29／丢弃 0／重启 0，末端深度 4	1213.6129885394084 1077.7591334101855 1024.3922626798285	1149
31	0.08815496038391757	0.0024295208170315163	35.872374532350136	126.49311023105518	0.025	126.49311023105518	0.35	Anderson：接受 30／丢弃 0／重启 0，末端深度 4	1213.6134203029098 1077.7619414966343 1024.3936137423566	1163
32	0.025226256945188652	0.0024698290478681884	35.87237718903504	36.197032168212885	0.025	36.197032168212885	0.35	Anderson：接受 31／丢弃 0／重启 0，末端深度 4	1213.613297605661 1077.7610674599457 1024.3927786697611	1175
33	0.006509578890472767	0.001041807910269199	35.87237710177157	9.340562749310834	0.025	9.340562749310834	0.35	Anderson：接受 32／丢弃 0／重启 0，末端深度 4	1213.6132645288883 1077.7608770191973 1024.392788906406	1184
34	0.003854688148066998	0.0006969494434088119	35.87237795621053	5.531073206031382	0.025	5.531073206031382	0.35	Anderson：接受 33／丢弃 0／重启 0，末端深度 4	1213.6132509847337 1077.760730233471 1024.392556532056	1192
35	0.006188596634729038	0.0004609733819052053	35.87237909381613	8.87998738158859	0.025	8.87998738158859	0.35	Anderson：接受 34／丢弃 0／重启 0，末端深度 4	1213.6132253399624 1077.7605257541818 1024.3922040973348	1199
36	9.046066179507761E-05	0.00017215345724252984	35.87237909266242	0.24702216321265924	0.025	0.24702216321265924	0.35	Anderson：接受 34／丢弃 1／重启 0，末端深度 3	1213.6132235345697 1077.7605225734335 1024.3922009007258	1206
