轮	δ K	真残差 K	放大	q=max(δ,r)·放大/0.025	当轮容差 K	qStop=max(δ,r)·放大/当轮容差	ω	Anderson	段电流 A（R）	开跑后 s
1	66.08535402926418	0	35.87338706793634	94828.21938453602	0.025	94828.21938453602	0.35	Anderson：接受 0／丢弃 0／重启 0，末端深度 0	1213.7560858757313 1077.591839032733 1024.2919487871286	445
2	29.6505459373318	66.08535402926418	35.872845013519	94826.78651021307	0.025	94826.78651021307	0.35	Anderson：接受 1／丢弃 0／重启 0，末端深度 1	1213.618946519529 1077.7049873607205 1024.3607117350618	475
3	5.812750859461175	6.890173173013181	35.872857710968866	9886.808073577467	0.025	9886.808073577467	0.35	Anderson：接受 2／丢弃 0／重启 0，末端深度 2	1213.6466123671066 1077.6832992726024 1024.3474828237602	506
4	7.132941682003093	18.402936522162236	35.87246003749796	26406.344198555056	0.025	26406.344198555056	0.35	Anderson：接受 3／丢弃 0／重启 0，末端深度 3	1213.6161450888042 1077.713426141027 1024.3656260972318	535
5	1.0276847277016259	3.871450164442649	35.87244507246023	5555.135334989442	0.025	5555.135334989442	0.35	Anderson：接受 4／丢弃 0／重启 0，末端深度 4	1213.6114628052426 1077.7177930660225 1024.3681004015295	563
6	0.8548903761284237	1.8203040956566383	35.87243814377603	2611.949842972197	0.025	2611.949842972197	0.35	Anderson：接受 5／丢弃 0／重启 0，末端深度 4	1213.6076365501303 1077.7216896846053 1024.3702153366262	591
7	0.06216911023943794	0.1378421775723382	35.872442962595784	197.78942611214805	0.025	197.78942611214805	0.35	Anderson：接受 6／丢弃 0／重启 0，末端深度 4	1213.6074617087886 1077.7223531700552 1024.3706327892223	616
8	0.023263544339442888	0.06121923458385936	35.872441883393556	87.84333739021328	0.025	87.84333739021328	0.35	Anderson：接受 7／丢弃 0／重启 0，末端深度 4	1213.6075804914954 1077.7230206954475 1024.3710367712943	637
9	0.020373636372141846	0.0644893168919225	35.87244266695437	92.53557291346166	0.025	92.53557291346166	0.35	Anderson：接受 8／丢弃 0／重启 0，末端深度 4	1213.6074798324355 1077.7223943195286 1024.3706518008062	664
10	0.039655872611319865	0.060482938230961736	35.872442124528064	86.78682804846322	0.025	86.78682804846322	0.35	Anderson：接受 9／丢弃 0／重启 0，末端深度 4	1213.6076672516458 1077.723540303447 1024.3713568549406	686
11	0.015858417443723738	0.07288721929057829	35.87244076998876	104.58569827561807	0.025	104.58569827561807	0.35	Anderson：接受 10／丢弃 0／重启 0，末端深度 4	1213.6077390739672 1077.7240470366987 1024.3716672117039	711
12	0.06950201323593319	0.07093464124363891	35.87243623269909	101.78393578807292	0.025	101.78393578807292	0.35	Anderson：接受 11／丢弃 0／重启 0，末端深度 4	1213.6080196116993 1077.726148179165 1024.3729603398374	739
13	0.14550160944008894	0.06076719033330846	35.87242727364681	208.77983611352607	0.025	208.77983611352607	0.35	Anderson：接受 12／丢弃 0／重启 0，末端深度 4	1213.6086979889635 1077.7307920919686 1024.3758075084597	761
14	0.051647965880874835	0.06012456808684874	35.87242417264878	86.27256038434959	0.025	86.27256038434959	0.35	Anderson：接受 13／丢弃 0／重启 0，末端深度 4	1213.6089476357934 1077.7324670826554 1024.376833522054	787
15	0.35281948585884493	0.057889114410727416	35.87244512076617	506.25990576033405	0.025	506.25990576033405	0.35	Anderson：接受 14／丢弃 0／重启 0，末端深度 4	1213.6072181991658 1077.7209848820476 1024.369805962533	813
16	1.4378680976410578	0.07552014019415765	35.87236037673239	2063.1889029114664	0.025	2063.1889029114664	0.35	Anderson：接受 15／丢弃 0／重启 0，末端深度 4	1213.6142889544983 1077.767720926929 1024.398370667025	837
17	0.21647129451162073	0.012622788243106697	35.872373048066315	310.61356123674756	0.025	310.61356123674756	0.35	Anderson：接受 16／丢弃 0／重启 0，末端深度 4	1213.6132123363038 1077.7606541960467 1024.394022906168	865
18	0.04764116877890956	0.003049252363098276	35.87237586803679	68.36007652918492	0.025	68.36007652918492	0.35	Anderson：接受 17／丢弃 0／重启 0，末端深度 4	1213.6129718724649 1077.7590947301717 1024.393044123007	891
19	0.015191852874522738	0.0032953864565570257	35.87237504097737	21.79871375528919	0.025	21.79871375528919	0.35	Anderson：接受 18／丢弃 0／重启 0，末端深度 4	1213.6130367087446 1077.7595684711823 1024.3932804171448	916
20	0.07779532314316384	0.0030387016013264656	35.87237949768992	111.62813419747971	0.025	111.62813419747971	0.35	Anderson：接受 19／丢弃 0／重启 0，末端深度 4	1213.6126584901274 1077.757049001258 1024.3917972074921	945
21	0.11233812754721839	0.006580375710882436	35.87237321766144	161.19340951788288	0.025	161.19340951788288	0.35	Anderson：接受 20／丢弃 0／重启 0，末端深度 4	1213.6132030013957 1077.7606729541267 1024.3938644764164	971
22	0.0009085963565667043	0.0027048547935919487	35.87237337235766	3.8811824429496715	0.025	3.8811824429496715	0.35	Anderson：接受 20／丢弃 1／重启 0，末端深度 3	1213.6132033029044 1077.7606679581 1024.3938331645447	996
23	0.10978458043700812	0.002602463467610505	35.8723841330105	157.52938565270978	0.025	157.52938565270978	0.35	Anderson：接受 21／丢弃 1／重启 0，末端深度 4	1213.6126692730847 1077.7569052940023 1024.390438899842	1022
24	0.10094590098606204	0.006442206816473117	35.8723795646443	144.84678702668074	0.025	144.84678702668074	0.35	Anderson：接受 22／丢弃 1／重启 0，末端深度 4	1213.6131645276075 1077.760122824161 1024.3920311169518	1045
25	0.016922304778518082	0.0008239998064709653	35.8723815147826	24.281734924977172	0.025	24.281734924977172	0.35	Anderson：接受 23／丢弃 1／重启 0，末端深度 4	1213.6131697101318 1077.760075676391 1024.391463808012	1070
26	0.017698631562097944	0.0006163576467770326	35.872380486122026	25.395681819170626	0.025	25.395681819170626	0.35	Anderson：接受 24／丢弃 1／重启 0，末端深度 4	1213.6132530546895 1077.760647048292 1024.3918017650967	1091
27	0.0012690412540905527	0.0007666822164082987	35.87238033105681	1.8209412209015043	0.025	1.8209412209015043	0.35	Anderson：接受 25／丢弃 1／重启 0，末端深度 4	1213.6132595951617 1077.7606924950765 1024.3918519573735	1114
28	0.016536461537270952	0.0007382283120023203	35.872377667478474	23.72808774194861	0.025	23.72808774194861	0.35	Anderson：接受 26／丢弃 1／重启 0，末端深度 4	1213.6133431852945 1077.7613092058664 1024.3926666279406	1131
29	0.004147237566030526	0.0015605608020905493	35.87237784587398	5.95085091940999	0.025	5.95085091940999	0.35	Anderson：接受 27／丢弃 1／重启 0，末端深度 4	1213.613323095649 1077.761177485567 1024.39260278942	1146
30	0.022282898618186664	0.001307692114778547	35.87238031701658	31.973624551884605	0.025	31.973624551884605	0.35	Anderson：接受 28／丢弃 1／重启 0，末端深度 4	1213.6132135668552 1077.7604005064122 1024.3918375895742	1159
31	0.0001351454029645538	0.000402206928583837	35.872380306050715	0.5771247961555193	0.025	0.5771247961555193	0.35	Anderson：接受 28／丢弃 2／重启 0，末端深度 3	1213.6132123501857 1077.7603999324836 1024.3918411969814	1173
